;vertex;edge;sccs;mem_sw;mem_peak;mem_algorithm (byte);algorithm
483;5000;5000000;1;123506688;125128704;1622016;nuutila1
484;5000;17499999;1;351576064;353193984;1617920;nuutila1
485;5000;249999;1;11534336;13131776;1597440;nuutila1
486;5000;5000000;1;134889472;136335360;1445888;pearce2
487;5000;17499999;1;364785664;366231552;1445888;pearce2
488;5000;249999;1;12496896;13893632;1396736;pearce2
489;5000;5000000;1;131694592;132767744;1073152;tarjan
490;5000;17499999;1;363503616;364572672;1069056;tarjan
491;5000;249999;1;11726848;12840960;1114112;tarjan
492;5000;5000000;1;127971328;128294912;323584;nuutila2_iterative
493;5000;17499999;1;355819520;356134912;315392;nuutila2_iterative
494;5000;249999;1;11497472;11845632;348160;nuutila2_iterative
495;5000;5000000;1;121769984;122138624;368640;pearce2_iterative
496;5000;17499999;1;369717248;370094080;376832;pearce2_iterative
497;5000;249999;1;11403264;11743232;339968;pearce2_iterative
498;5000;5000000;1;123805696;124665856;860160;boost
499;5000;17499999;1;388714496;389787648;1073152;boost
500;5000;249999;1;11403264;12505088;1101824;boost
501;5000;5000000;1;136200192;136511488;311296;nuutila1_iterative
502;5000;17499999;1;389644288;389980160;335872;nuutila1_iterative
503;5000;249999;1;11440128;11792384;352256;nuutila1_iterative
504;5000;5000000;1;127078400;128692224;1613824;pearce1
505;5000;17499999;1;383107072;384733184;1626112;pearce1
506;5000;249999;1;11403264;12996608;1593344;pearce1
507;5000;5000000;1;119676928;121352192;1675264;nuutila2
508;5000;17499999;1;380440576;382115840;1675264;nuutila2
509;5000;249999;1;11509760;13172736;1662976;nuutila2
510;5000;5000000;1;127647744;129261568;1613824;nuutila1
511;5000;17499999;1;375504896;377122816;1617920;nuutila1
512;5000;249999;1;12267520;13848576;1581056;nuutila1
513;5000;5000000;1;123944960;125394944;1449984;pearce2
514;5000;17499999;1;374927360;376377344;1449984;pearce2
515;5000;249999;1;12980224;14393344;1413120;pearce2
516;5000;5000000;1;130224128;131420160;1196032;tarjan
517;5000;17499999;1;368578560;369651712;1073152;tarjan
518;5000;249999;1;12255232;13369344;1114112;tarjan
519;5000;5000000;1;123834368;124166144;331776;nuutila2_iterative
520;5000;17499999;1;373264384;373665792;401408;nuutila2_iterative
521;5000;249999;1;11403264;11763712;360448;nuutila2_iterative
522;5000;5000000;1;119341056;119693312;352256;pearce2_iterative
523;5000;17499999;1;380936192;381284352;348160;pearce2_iterative
524;5000;249999;1;12840960;13185024;344064;pearce2_iterative
525;5000;5000000;1;127606784;128643072;1036288;boost
526;5000;17499999;1;374910976;375771136;860160;boost
527;5000;249999;1;12738560;13824000;1085440;boost
528;5000;5000000;1;120762368;121176064;413696;nuutila1_iterative
529;5000;17499999;1;352374784;352739328;364544;nuutila1_iterative
530;5000;249999;1;12603392;12967936;364544;nuutila1_iterative
531;5000;5000000;1;121511936;123142144;1630208;pearce1
532;5000;17499999;1;373207040;374861824;1654784;pearce1
533;5000;249999;1;12951552;14540800;1589248;pearce1
534;5000;5000000;1;122716160;124387328;1671168;nuutila2
535;5000;17499999;1;360288256;361963520;1675264;nuutila2
536;5000;249999;1;12128256;13791232;1662976;nuutila2
537;5000;5000000;1;120942592;122568704;1626112;nuutila1
538;5000;17499999;1;359804928;361435136;1630208;nuutila1
539;5000;249999;1;12341248;13950976;1609728;nuutila1
540;5000;5000000;1;127361024;128806912;1445888;pearce2
541;5000;17499999;1;368373760;369856512;1482752;pearce2
542;5000;249999;1;12681216;14090240;1409024;pearce2
543;5000;5000000;1;117723136;118919168;1196032;tarjan
544;5000;17499999;1;358084608;359157760;1073152;tarjan
545;5000;249999;1;11632640;12800000;1167360;tarjan
546;5000;5000000;1;120918016;121257984;339968;nuutila2_iterative
547;5000;17499999;1;369811456;370200576;389120;nuutila2_iterative
548;5000;249999;1;13398016;13631488;233472;nuutila2_iterative
549;5000;5000000;1;119001088;119361536;360448;pearce2_iterative
550;5000;17499999;1;371167232;371527680;360448;pearce2_iterative
551;5000;249999;1;12488704;12554240;65536;pearce2_iterative
552;5000;5000000;1;121999360;123052032;1052672;boost
553;5000;17499999;1;364359680;365277184;917504;boost
554;5000;249999;1;12455936;13557760;1101824;boost
555;5000;5000000;1;120471552;120819712;348160;nuutila1_iterative
556;5000;17499999;1;358494208;358846464;352256;nuutila1_iterative
557;5000;249999;1;12394496;12746752;352256;nuutila1_iterative
558;5000;5000000;1;118497280;120131584;1634304;pearce1
559;5000;17499999;1;354238464;355893248;1654784;pearce1
560;5000;249999;1;12742656;14307328;1564672;pearce1
561;5000;5000000;1;118169600;119844864;1675264;nuutila2
562;5000;17499999;1;360771584;362446848;1675264;nuutila2
563;5000;249999;1;12537856;14204928;1667072;nuutila2
564;5000;5000000;1;124116992;125739008;1622016;nuutila1
565;5000;17499999;1;363556864;365182976;1626112;nuutila1
566;5000;249999;1;12693504;14278656;1585152;nuutila1
567;3000;1800000;1;58310656;59183104;872448;pearce2
568;3000;6299999;1;175235072;176095232;860160;pearce2
569;3000;89999;1;6311936;7139328;827392;pearce2
570;3000;1800000;1;63356928;63995904;638976;tarjan
571;3000;6299999;1;174698496;175411200;712704;tarjan
572;3000;89999;1;6021120;6701056;679936;tarjan
573;3000;1800000;1;55066624;55291904;225280;nuutila2_iterative
574;3000;6299999;1;177926144;178167808;241664;nuutila2_iterative
575;3000;89999;1;5300224;5455872;155648;nuutila2_iterative
576;3000;1800000;1;61661184;61890560;229376;pearce2_iterative
577;3000;6299999;1;178630656;178855936;225280;pearce2_iterative
578;3000;89999;1;5492736;5586944;94208;pearce2_iterative
579;3000;1800000;1;55996416;56414208;417792;boost
580;3000;6299999;1;181202944;181714944;512000;boost
581;3000;89999;1;6180864;6782976;602112;boost
582;3000;1800000;1;59019264;59236352;217088;nuutila1_iterative
583;3000;6299999;1;183119872;183357440;237568;nuutila1_iterative
584;3000;89999;1;5681152;5738496;57344;nuutila1_iterative
585;3000;1800000;1;55300096;56270848;970752;pearce1
586;3000;6299999;1;185311232;186302464;991232;pearce1
587;3000;89999;1;5918720;6852608;933888;pearce1
588;3000;1800000;1;61063168;62066688;1003520;nuutila2
589;3000;6299999;1;181506048;182513664;1007616;nuutila2
590;3000;89999;1;6283264;7249920;966656;nuutila2
591;3000;1800000;1;55930880;56897536;966656;nuutila1
592;3000;6299999;1;179351552;180334592;983040;nuutila1
593;3000;89999;1;5189632;6111232;921600;nuutila1
594;3000;1800000;1;66772992;67633152;860160;pearce2
595;3000;6299999;1;185135104;185995264;860160;pearce2
596;3000;89999;1;5713920;6541312;827392;pearce2
597;3000;1800000;1;68583424;69222400;638976;tarjan
598;3000;6299999;1;178794496;179515392;720896;tarjan
599;3000;89999;1;5496832;6176768;679936;tarjan
600;3000;1800000;1;64696320;64905216;208896;nuutila2_iterative
601;3000;6299999;1;177594368;177807360;212992;nuutila2_iterative
602;3000;89999;1;5189632;5287936;98304;nuutila2_iterative
603;3000;1800000;1;61546496;61771776;225280;pearce2_iterative
604;3000;6299999;1;182759424;183005184;245760;pearce2_iterative
605;3000;89999;1;5632000;5705728;73728;pearce2_iterative
606;3000;1800000;1;59129856;59727872;598016;boost
607;3000;6299999;1;175824896;176234496;409600;boost
608;3000;89999;1;5693440;6311936;618496;boost
609;3000;1800000;1;61169664;61407232;237568;nuutila1_iterative
610;3000;6299999;1;177344512;177586176;241664;nuutila1_iterative
611;3000;89999;1;5201920;5300224;98304;nuutila1_iterative
612;3000;1800000;1;60092416;61054976;962560;pearce1
613;3000;6299999;1;184557568;185548800;991232;pearce1
614;3000;89999;1;5550080;6475776;925696;pearce1
615;3000;1800000;1;59432960;60436480;1003520;nuutila2
616;3000;6299999;1;175022080;176033792;1011712;nuutila2
617;3000;89999;1;6266880;7241728;974848;nuutila2
618;3000;1800000;1;60465152;61464576;999424;nuutila1
619;3000;6299999;1;181071872;182046720;974848;nuutila1
620;3000;89999;1;6017024;6938624;921600;nuutila1
621;3000;1800000;1;66289664;67149824;860160;pearce2
622;3000;6299999;1;176250880;177123328;872448;pearce2
623;3000;89999;1;5623808;6451200;827392;pearce2
624;3000;1800000;1;56225792;56864768;638976;tarjan
625;3000;6299999;1;176218112;176885760;667648;tarjan
626;3000;89999;1;5779456;6459392;679936;tarjan
627;3000;1800000;1;58003456;58249216;245760;nuutila2_iterative
628;3000;6299999;1;183717888;183943168;225280;nuutila2_iterative
629;3000;89999;1;6254592;6467584;212992;nuutila2_iterative
630;3000;1800000;1;61054976;61263872;208896;pearce2_iterative
631;3000;6299999;1;201265152;201502720;237568;pearce2_iterative
632;3000;89999;1;5206016;5292032;86016;pearce2_iterative
633;3000;1800000;1;57835520;58249216;413696;boost
634;3000;6299999;1;177405952;177811456;405504;boost
635;3000;89999;1;6258688;6860800;602112;boost
636;3000;1800000;1;55750656;55988224;237568;nuutila1_iterative
637;3000;6299999;1;177000448;177225728;225280;nuutila1_iterative
638;3000;89999;1;5922816;6139904;217088;nuutila1_iterative
639;3000;1800000;1;64638976;65601536;962560;pearce1
640;3000;6299999;1;186736640;187719680;983040;pearce1
641;3000;89999;1;5234688;6144000;909312;pearce1
642;3000;1800000;1;60481536;61485056;1003520;nuutila2
643;3000;6299999;1;176914432;177917952;1003520;nuutila2
644;3000;89999;1;5271552;6242304;970752;nuutila2
645;3000;1800000;1;61833216;62803968;970752;nuutila1
646;3000;6299999;1;177246208;178221056;974848;nuutila1
647;3000;89999;1;5955584;6893568;937984;nuutila1
648;3000;1800000;1;60452864;61325312;872448;pearce2
649;3000;6299999;1;179822592;180682752;860160;pearce2
650;3000;89999;1;5533696;6365184;831488;pearce2
651;3000;1800000;1;64069632;64794624;724992;tarjan
652;3000;6299999;1;177754112;178393088;638976;tarjan
653;3000;89999;1;5484544;6164480;679936;tarjan
654;3000;1800000;1;61059072;61284352;225280;nuutila2_iterative
655;3000;6299999;1;176111616;176349184;237568;nuutila2_iterative
656;3000;89999;1;5328896;5447680;118784;nuutila2_iterative
657;3000;1800000;1;60678144;60911616;233472;pearce2_iterative
658;3000;6299999;1;175087616;175337472;249856;pearce2_iterative
659;3000;89999;1;6254592;6467584;212992;pearce2_iterative
660;3000;1800000;1;58286080;58695680;409600;boost
661;3000;6299999;1;177565696;178061312;495616;boost
662;3000;89999;1;6123520;6656000;532480;boost
663;3000;1800000;1;59060224;59322368;262144;nuutila1_iterative
664;3000;6299999;1;181395456;181620736;225280;nuutila1_iterative
665;3000;89999;1;5652480;5873664;221184;nuutila1_iterative
666;3000;1800000;1;59670528;60641280;970752;pearce1
667;3000;6299999;1;179511296;180486144;974848;pearce1
668;3000;89999;1;5464064;6385664;921600;pearce1
669;3000;1800000;1;58839040;59842560;1003520;nuutila2
670;3000;6299999;1;182616064;183623680;1007616;nuutila2
671;3000;89999;1;5976064;6942720;966656;nuutila2
672;3000;1800000;1;59015168;59981824;966656;nuutila1
673;3000;6299999;1;180547584;181518336;970752;nuutila1
674;3000;89999;1;5894144;6815744;921600;nuutila1
675;3000;1800000;1;57475072;58343424;868352;pearce2
676;3000;6299999;1;185626624;186503168;876544;pearce2
677;3000;89999;1;5689344;6504448;815104;pearce2
678;3000;1800000;1;56320000;57036800;716800;tarjan
679;3000;6299999;1;174542848;175194112;651264;tarjan
680;3000;89999;1;5980160;6631424;651264;tarjan
681;3000;1800000;1;59068416;59277312;208896;nuutila2_iterative
682;3000;6299999;1;177303552;177532928;229376;nuutila2_iterative
683;3000;89999;1;5361664;5582848;221184;nuutila2_iterative
684;3000;1800000;1;56459264;56700928;241664;pearce2_iterative
685;3000;6299999;1;178401280;178651136;249856;pearce2_iterative
686;3000;89999;1;5591040;5705728;114688;pearce2_iterative
687;3000;1800000;1;59650048;60055552;405504;boost
688;3000;6299999;1;175153152;175640576;487424;boost
689;3000;89999;1;5660672;6262784;602112;boost
690;3000;1800000;1;56483840;56709120;225280;nuutila1_iterative
691;3000;6299999;1;177745920;178024448;278528;nuutila1_iterative
692;3000;89999;1;5951488;6168576;217088;nuutila1_iterative
693;3000;1800000;1;61194240;62156800;962560;pearce1
694;3000;6299999;1;185233408;186220544;987136;pearce1
695;3000;89999;1;5591040;6520832;929792;pearce1
696;3000;1800000;1;57040896;58040320;999424;nuutila2
697;3000;6299999;1;182063104;183070720;1007616;nuutila2
698;3000;89999;1;6316032;7294976;978944;nuutila2
699;3000;1800000;1;55635968;56598528;962560;nuutila1
700;3000;6299999;1;176566272;177549312;983040;nuutila1
701;3000;89999;1;5410816;6365184;954368;nuutila1
702;3000;1800000;1;56721408;57581568;860160;pearce2
703;3000;6299999;1;180449280;181338112;888832;pearce2
704;3000;89999;1;5935104;6746112;811008;pearce2
705;3000;1800000;1;59936768;60653568;716800;tarjan
706;3000;6299999;1;174759936;175398912;638976;tarjan
707;3000;89999;1;5967872;6651904;684032;tarjan
708;3000;1800000;1;61489152;61706240;217088;nuutila2_iterative
709;3000;6299999;1;182927360;183152640;225280;nuutila2_iterative
710;3000;89999;1;6049792;6168576;118784;nuutila2_iterative
711;3000;1800000;1;56860672;57081856;221184;pearce2_iterative
712;3000;6299999;1;194842624;195092480;249856;pearce2_iterative
713;3000;89999;1;5951488;6094848;143360;pearce2_iterative
714;3000;1800000;1;57810944;58388480;577536;boost
715;3000;6299999;1;175751168;176226304;475136;boost
716;3000;89999;1;5722112;6344704;622592;boost
717;3000;1800000;1;62517248;62742528;225280;nuutila1_iterative
718;3000;6299999;1;187027456;187265024;237568;nuutila1_iterative
719;3000;89999;1;5246976;5496832;249856;nuutila1_iterative
720;3000;1800000;1;62365696;63344640;978944;pearce1
721;3000;6299999;1;180584448;181579776;995328;pearce1
722;3000;89999;1;5562368;6479872;917504;pearce1
723;3000;1800000;1;55648256;56651776;1003520;nuutila2
724;3000;6299999;1;182059008;183066624;1007616;nuutila2
725;3000;89999;1;5324800;6291456;966656;nuutila2
726;3000;1800000;1;61767680;62738432;970752;nuutila1
727;3000;6299999;1;178769920;179744768;974848;nuutila1
728;3000;89999;1;5935104;6877184;942080;nuutila1
729;3000;1800000;1;57159680;58019840;860160;pearce2
730;3000;6299999;1;177991680;178860032;868352;pearce2
731;3000;89999;1;5394432;6221824;827392;pearce2
732;3000;1800000;1;56086528;56725504;638976;tarjan
733;3000;6299999;1;181985280;182628352;643072;tarjan
734;3000;89999;1;6029312;6721536;692224;tarjan
735;3000;1800000;1;61210624;61255680;45056;nuutila2_iterative
736;3000;6299999;1;177745920;177975296;229376;nuutila2_iterative
737;3000;89999;1;5488640;5701632;212992;nuutila2_iterative
738;3000;1800000;1;67440640;67665920;225280;pearce2_iterative
739;3000;6299999;1;183767040;183996416;229376;pearce2_iterative
740;3000;89999;1;5332992;5382144;49152;pearce2_iterative
741;3000;1800000;1;59035648;59453440;417792;boost
742;3000;6299999;1;184926208;185405440;479232;boost
743;3000;89999;1;6168576;6766592;598016;boost
744;3000;1800000;1;62795776;63029248;233472;nuutila1_iterative
745;3000;6299999;1;177405952;177643520;237568;nuutila1_iterative
746;3000;89999;1;6320128;6443008;122880;nuutila1_iterative
747;3000;1800000;1;63848448;64819200;970752;pearce1
748;3000;6299999;1;177123328;178102272;978944;pearce1
749;3000;89999;1;5566464;6492160;925696;pearce1
750;3000;1800000;1;58994688;59998208;1003520;nuutila2
751;3000;6299999;1;186183680;187191296;1007616;nuutila2
752;3000;89999;1;6033408;7000064;966656;nuutila2
753;3000;1800000;1;62730240;63709184;978944;nuutila1
754;3000;6299999;1;179302400;180285440;983040;nuutila1
755;3000;89999;1;5459968;6397952;937984;nuutila1
