V,E,sccs,boost,boostCorrected,tarjan_map,tarjan_mapCorrected,nuutila1_map,nuutila1_mapCorrected,nuutila1_iterative,nuutila1_iterativeCorrected,nuutila2_map,nuutila2_mapCorrected,nuutila2_iterative,nuutila2_iterativeCorrected,pearce1_map,pearce1_mapCorrected,pearce2_map,pearce2_mapCorrected,pearce2_iterative,pearce2_iterativeCorrected
129,4825,1,6963,v,3385,v,1904,v,5508,v,1952,v,5527,X,2043,v,1837,v,5485,v
130,168,118,790,v,439,v,217,v,494,v,231,X,532,X,225,v,202,v,477,v
130,506,13,1275,v,636,v,347,v,892,v,336,X,888,X,377,v,330,v,915,v
130,844,1,1794,v,1055,v,527,v,1282,v,464,v,1239,X,501,v,410,v,1276,v
130,1182,1,2180,v,1060,v,604,v,1604,v,605,v,1592,X,632,v,524,v,1675,v
130,1520,1,2570,v,1263,v,814,v,1993,v,738,v,1985,X,760,v,653,v,2156,v
130,1858,1,3082,v,1595,v,848,v,2449,v,843,v,2418,X,895,v,713,v,2354,v
130,2196,1,3557,v,1987,v,1154,v,2708,v,962,v,2858,X,1132,v,810,v,2723,v
130,2534,1,3962,v,1910,v,1108,v,3050,v,1128,v,3550,X,1183,v,930,v,3178,v
130,2872,1,4408,v,2583,v,1247,v,3779,v,1343,v,3742,X,1341,v,1013,v,3509,v
130,3210,1,4821,v,2333,v,1327,v,3812,v,1330,v,3799,X,1436,v,1120,v,3749,v
130,3548,1,5376,v,2535,v,1436,v,4095,v,1450,v,4113,X,1537,v,1243,v,4117,v
130,3886,1,5704,v,3206,v,1592,v,4527,v,1579,v,4501,X,1666,v,1318,v,4499,v
130,4224,1,6137,v,3000,v,1691,v,4848,v,1732,v,4856,X,1806,v,1603,v,4953,v
130,4562,1,6437,v,3170,v,1831,v,5596,v,1893,v,5137,X,1917,v,1558,v,5210,v
130,4900,1,6916,v,3430,v,1940,v,5577,v,1972,v,5639,X,2073,v,1681,v,5505,v
131,171,101,834,v,435,v,221,v,495,v,234,X,512,X,230,v,207,v,476,v
131,514,7,1290,v,645,v,352,v,907,v,342,v,927,X,376,v,337,v,939,v
131,858,1,1710,v,900,v,489,v,1260,v,465,v,1282,X,511,v,447,v,1273,v
131,1201,1,2207,v,1092,v,602,v,1638,v,593,v,1635,X,655,v,597,v,1636,v
131,1544,1,2616,v,1289,v,722,v,2077,v,736,v,2022,X,765,v,626,v,2069,v
131,1887,1,3073,v,1546,v,853,v,2348,v,845,v,2364,X,936,v,799,v,2365,v
131,2230,1,3528,v,1740,v,990,v,2786,v,984,v,2725,X,1069,v,836,v,2722,v
131,2574,1,3967,v,1988,v,1091,v,3074,v,1104,v,3115,X,1170,v,1048,v,3148,v
131,2917,1,4437,v,2167,v,1257,v,3462,v,1245,v,3496,X,1298,v,1164,v,3498,v
131,3260,1,4841,v,2413,v,1347,v,3812,v,1414,v,3823,X,1439,v,1309,v,3863,v
131,3603,1,5363,v,2631,v,1477,v,4157,v,1540,v,4159,X,1551,v,1286,v,4143,v
131,3947,1,5825,v,2805,v,1598,v,4547,v,1626,v,4575,X,1703,v,1508,v,4557,v
131,4290,1,6856,v,3053,v,1706,v,4943,v,1746,v,4954,X,1822,v,1638,v,4917,v
131,4633,1,6739,v,3293,v,1840,v,5249,v,1912,v,5273,X,2005,v,1753,v,5309,v
131,4976,1,7215,v,3462,v,1979,v,5676,v,1994,v,5712,X,2099,v,1862,v,5699,v
132,174,119,821,v,454,v,222,v,548,v,251,X,537,X,232,v,208,v,493,v
132,522,7,1264,v,694,v,357,v,909,v,344,X,922,X,381,v,349,v,915,v
132,871,1,1738,v,868,v,481,v,1294,v,467,v,1317,X,517,v,453,v,1297,v
132,1219,1,2180,v,1108,v,633,v,1787,v,617,v,1663,X,646,v,539,v,1667,v
132,1568,1,2690,v,1321,v,740,v,2007,v,762,v,2019,X,799,v,692,v,2020,v
132,1916,1,3149,v,1546,v,861,v,2441,v,850,v,2382,X,909,v,808,v,2407,v
132,2265,1,3574,v,1731,v,995,v,2794,v,1006,v,2741,X,1069,v,934,v,2851,v
132,2613,1,3966,v,1958,v,1156,v,3150,v,1123,v,3166,X,1229,v,1001,v,3147,v
132,2962,1,4550,v,2182,v,1257,v,3765,v,1243,v,3558,X,1359,v,1053,v,3864,v
132,3310,1,4957,v,2536,v,1392,v,3948,v,1382,v,3917,X,1456,v,1251,v,4166,v
132,3659,1,5360,v,3113,v,1523,v,4513,v,1557,v,4766,X,1619,v,1254,v,4551,v
132,4007,1,6009,v,2863,v,1711,v,4572,v,1655,v,4669,X,1721,v,1453,v,5006,v
132,4355,1,6145,v,3396,v,1918,v,5356,v,1842,v,5138,X,1959,v,1487,v,5459,v
132,4704,1,7030,v,3864,v,1935,v,5527,v,1998,v,5489,X,2096,v,1586,v,5544,v
132,5052,1,7502,v,4199,v,2327,v,6285,v,2013,v,5760,X,2115,v,1670,v,5737,v
133,176,109,845,v,457,v,230,v,511,v,243,X,536,X,235,v,229,v,491,v
133,530,6,1273,v,665,v,362,v,933,v,350,X,928,X,385,v,331,v,998,v
133,884,1,1778,v,922,v,501,v,1307,v,502,v,1310,X,528,v,428,v,1311,v
133,1238,1,2265,v,1111,v,625,v,1663,v,631,v,1673,X,651,v,625,v,1690,v
133,1592,1,2701,v,1401,v,756,v,2071,v,733,v,2069,X,856,v,643,v,2099,v
133,1945,1,3194,v,1541,v,875,v,2436,v,931,v,2641,X,990,v,742,v,2464,v
133,2299,1,3621,v,2075,v,1003,v,2809,v,1064,v,2801,X,1050,v,862,v,2812,v
133,2653,1,4096,v,1982,v,1147,v,3204,v,1135,v,3178,X,1265,v,979,v,3171,v
133,3007,1,4499,v,2228,v,1276,v,3618,v,1276,v,3986,X,1357,v,1061,v,3562,v
133,3360,1,4922,v,2481,v,1402,v,3918,v,1435,v,3925,X,1487,v,1340,v,3893,v
133,3714,1,5481,v,2704,v,1525,v,4293,v,1580,v,4296,X,1607,v,1477,v,4299,v
133,4068,1,5909,v,2878,v,1642,v,4731,v,1666,v,5063,X,1747,v,1431,v,5186,v
133,4422,1,6328,v,3101,v,1825,v,5008,v,1847,v,5003,X,1928,v,1513,v,4995,v
133,4776,1,6823,v,3382,v,1908,v,5459,v,1941,v,5451,X,2033,v,1622,v,5407,v
133,5129,1,7408,v,3554,v,2016,v,5774,v,2045,v,5808,X,2125,v,1733,v,5787,v
134,179,117,861,v,459,v,229,v,512,v,246,X,534,X,240,v,213,v,488,v
134,538,3,1299,v,665,v,365,v,929,v,363,X,934,X,435,v,345,v,927,v
134,897,2,1812,v,901,v,494,v,1318,v,482,X,1359,X,555,v,444,v,1515,v
134,1256,1,2215,v,1111,v,632,v,1712,v,632,v,1734,X,672,v,600,v,1701,v
134,1616,1,2769,v,1363,v,756,v,2082,v,752,v,2121,X,807,v,711,v,2093,v
134,1975,1,3230,v,1564,v,891,v,2484,v,884,v,2461,X,939,v,846,v,2487,v
134,2334,1,3673,v,1805,v,1017,v,2879,v,1013,v,2822,X,1072,v,973,v,2856,v
134,2693,1,4179,v,2455,v,1183,v,3495,v,1166,v,3557,X,1220,v,966,v,3264,v
134,3052,1,4535,v,2319,v,1286,v,3611,v,1313,v,3670,X,1356,v,1089,v,3615,v
134,3411,1,5055,v,2484,v,1411,v,4007,v,1427,v,4030,X,1512,v,1203,v,3955,v
134,3770,1,5573,v,2722,v,1536,v,4432,v,1553,v,4429,X,1634,v,1464,v,4420,v
134,4129,1,5948,v,2930,v,1662,v,4785,v,1703,v,5074,X,1774,v,1427,v,5035,v
134,4488,1,6470,v,3167,v,1787,v,5194,v,1816,v,5541,X,1927,v,1616,v,5613,v
134,4848,1,7183,v,4114,v,2196,v,6285,v,2030,v,6145,X,2190,v,1637,v,6395,v
134,5207,1,7476,v,4323,v,2144,v,6376,v,2095,v,6650,X,2292,v,1719,v,6281,v
135,182,107,850,v,484,v,241,v,607,v,342,X,890,X,316,v,232,v,579,v
135,546,8,2023,v,944,v,572,v,1417,v,412,X,1491,X,584,v,483,v,1342,v
135,911,2,1825,v,957,v,513,v,1377,v,510,v,1576,X,612,v,576,v,1407,v
135,1275,1,2422,v,1250,v,690,v,1927,v,646,v,1792,X,684,v,549,v,1771,v
135,1640,1,2850,v,1592,v,867,v,2408,v,792,v,2247,X,835,v,666,v,2281,v
135,2004,1,3363,v,1858,v,930,v,2755,v,940,v,2604,X,955,v,764,v,2514,v
135,2369,1,3890,v,2078,v,1055,v,2970,v,1232,v,2953,X,1129,v,868,v,3058,v
135,2733,1,4197,v,2496,v,1263,v,3623,v,1228,v,3417,X,1259,v,982,v,3370,v
135,3098,1,4680,v,2733,v,1505,v,3813,v,1384,v,3815,X,1416,v,1182,v,3832,v
135,3462,1,5100,v,2506,v,1489,v,4065,v,1454,v,4068,X,1553,v,1217,v,4059,v
135,3827,1,5837,v,2755,v,1565,v,4467,v,1677,v,4435,X,1728,v,1317,v,4455,v
135,4191,1,6076,v,2951,v,1747,v,4758,v,1722,v,4826,X,1804,v,1628,v,4777,v
135,4556,1,6815,v,3232,v,1817,v,5170,v,1855,v,5214,X,1942,v,1733,v,5208,v
135,4920,1,7301,v,3474,v,1936,v,5585,v,1982,v,5632,X,2082,v,1847,v,5609,v
135,5285,1,7708,v,3876,v,2273,v,6003,v,2090,v,5992,X,2239,v,1737,v,6013,v
136,184,120,837,v,472,v,229,v,551,v,244,X,600,X,240,v,215,v,513,v
136,554,7,1386,v,693,v,381,v,1054,v,377,X,1023,X,418,v,342,v,965,v
136,924,1,1794,v,921,v,518,v,1362,v,494,v,1393,X,540,v,474,v,1353,v
136,1294,1,2351,v,1158,v,638,v,1743,v,643,v,1716,X,684,v,602,v,1760,v
136,1664,1,2749,v,1405,v,783,v,2209,v,771,v,2138,X,833,v,666,v,2226,v
136,2034,1,3239,v,1630,v,926,v,2548,v,918,v,2604,X,984,v,855,v,2578,v
136,2404,1,3836,v,1912,v,1063,v,2931,v,1059,v,2973,X,1106,v,983,v,2993,v
136,2774,1,4276,v,2085,v,1210,v,3312,v,1181,v,3351,X,1247,v,1122,v,3320,v
136,3144,1,4760,v,2324,v,1342,v,3681,v,1323,v,3755,X,1392,v,1243,v,3722,v
136,3514,1,5237,v,2556,v,1447,v,4117,v,1456,v,4140,X,1552,v,1365,v,4124,v
136,3884,1,5752,v,2924,v,1599,v,4488,v,1580,v,4511,X,1696,v,1400,v,4472,v
136,4254,1,6221,v,3037,v,1739,v,4917,v,1743,v,4934,X,1823,v,1668,v,4893,v
136,4623,1,6698,v,3351,v,1855,v,5282,v,1853,v,5310,X,1937,v,1546,v,5322,v
136,4993,1,7203,v,3533,v,1998,v,5694,v,2013,v,5744,X,2119,v,1877,v,5721,v
136,5363,1,7558,v,3686,v,2164,v,6056,v,2202,v,6060,X,2291,v,1995,v,6089,v
137,187,115,874,v,508,v,233,v,540,v,249,X,556,X,242,v,219,v,511,v
137,563,12,1345,v,722,v,376,v,959,v,364,X,981,X,402,v,356,v,962,v
137,938,1,1837,v,927,v,513,v,1397,v,501,v,1382,X,549,v,481,v,1371,v
137,1313,1,2336,v,1198,v,647,v,1765,v,638,v,1788,X,699,v,641,v,1790,v
137,1689,1,2823,v,1446,v,783,v,2161,v,781,v,2184,X,837,v,780,v,2171,v
137,2064,1,3392,v,1629,v,922,v,2574,v,990,v,2974,X,1048,v,818,v,2852,v
137,2439,1,3872,v,1912,v,1066,v,3035,v,1057,v,2974,X,1153,v,919,v,2961,v
137,2815,1,4325,v,2128,v,1183,v,3366,v,1270,v,3344,X,1262,v,1129,v,3370,v
137,3190,1,4774,v,2343,v,1343,v,3819,v,1343,v,3777,X,1454,v,1254,v,3762,v
137,3566,1,5517,v,2891,v,1444,v,4158,v,1462,v,4166,X,1638,v,1231,v,4153,v
137,3941,1,5740,v,2803,v,1605,v,4597,v,1626,v,4607,X,1698,v,1512,v,4598,v
137,4316,1,6338,v,3078,v,1736,v,4956,v,1778,v,4988,X,1854,v,1673,v,4960,v
137,4692,1,7431,v,3317,v,1859,v,5393,v,1912,v,5402,X,2005,v,1776,v,5422,v
137,5067,1,7321,v,3593,v,2345,v,7492,v,2092,v,5764,X,2152,v,1691,v,5798,v
137,5443,1,7815,v,3764,v,2142,v,6157,v,2184,v,6177,X,2324,v,2041,v,6187,v
138,190,103,866,v,474,v,236,v,578,v,251,X,564,X,249,v,223,v,524,v
138,571,6,1349,v,703,v,382,v,1024,v,366,X,982,X,408,v,361,v,994,v
138,952,1,1871,v,938,v,518,v,1429,v,508,v,1390,X,555,v,486,v,1406,v
138,1333,1,2385,v,1210,v,653,v,1786,v,644,v,1800,X,703,v,617,v,1830,v
138,1713,1,2837,v,1421,v,832,v,2206,v,808,v,2213,X,859,v,792,v,2201,v
138,2094,1,3415,v,1666,v,940,v,2597,v,943,v,2575,X,1005,v,880,v,2624,v
138,2475,1,3910,v,1908,v,1075,v,2998,v,1084,v,3004,X,1141,v,1042,v,2998,v
138,2856,1,4403,v,2158,v,1200,v,3415,v,1217,v,3408,X,1295,v,1140,v,3435,v
138,3237,1,4937,v,2393,v,1352,v,3850,v,1357,v,3862,X,1442,v,1271,v,3866,v
138,3618,1,5398,v,2632,v,1472,v,4462,v,1500,v,4248,X,1575,v,1253,v,4438,v
138,3999,1,6063,v,3423,v,1645,v,4824,v,1672,v,4834,X,1876,v,1369,v,4670,v
138,4380,1,6417,v,3208,v,1765,v,5024,v,1811,v,5097,X,1939,v,1498,v,5257,v
138,4760,1,6936,v,3606,v,1923,v,5378,v,1962,v,5469,X,2001,v,1589,v,5422,v
138,5141,1,7313,v,3590,v,2036,v,5846,v,2091,v,5838,X,2180,v,1930,v,5821,v
138,5522,1,7753,v,3804,v,2171,v,6226,v,2229,v,6234,X,2333,v,1838,v,6218,v
139,193,106,850,v,473,v,240,v,553,v,254,X,585,X,251,v,225,v,532,v
139,579,9,1364,v,726,v,387,v,984,v,373,X,993,X,428,v,367,v,984,v
139,966,2,1877,v,959,v,526,v,1387,v,512,v,1407,X,564,v,498,v,1393,v
139,1352,1,2386,v,1208,v,664,v,1805,v,669,v,1818,X,713,v,638,v,1823,v
139,1738,1,2905,v,1436,v,801,v,2235,v,800,v,2233,X,860,v,757,v,2253,v
139,2125,1,3411,v,1685,v,942,v,2638,v,959,v,2705,X,1005,v,892,v,2646,v
139,2511,1,3938,v,1936,v,1088,v,3027,v,1101,v,3035,X,1160,v,1023,v,3035,v
139,2898,1,4465,v,2172,v,1231,v,3425,v,1230,v,3438,X,1318,v,1157,v,3444,v
139,3284,1,4968,v,2420,v,1366,v,3827,v,1382,v,3837,X,1463,v,1289,v,3849,v
139,3670,1,5463,v,2667,v,1492,v,4274,v,1521,v,4302,X,1599,v,1422,v,4302,v
139,4057,1,6008,v,2922,v,1658,v,4672,v,1668,v,4653,X,1763,v,1395,v,4677,v
139,4443,1,6486,v,3151,v,1770,v,5072,v,1803,v,5105,X,1897,v,1700,v,5100,v
139,4830,1,6895,v,3349,v,1922,v,5466,v,1949,v,5486,X,2059,v,1820,v,5488,v
139,5216,1,7549,v,3660,v,2088,v,5889,v,2146,v,5941,X,2200,v,1967,v,5942,v
139,5603,1,7942,v,3859,v,2250,v,6343,v,2325,v,6355,X,2345,v,2101,v,6348,v
140,195,92,909,v,478,v,246,v,564,v,254,X,596,X,258,v,233,v,545,v
140,587,5,1379,v,725,v,389,v,1006,v,375,X,1016,X,430,v,370,v,1047,v
140,979,1,1898,v,997,v,530,v,1416,v,515,v,1435,X,568,v,498,v,1465,v
140,1371,1,2428,v,1218,v,672,v,1824,v,694,v,1816,X,720,v,644,v,1821,v
140,1763,1,3004,v,1457,v,830,v,2265,v,821,v,2233,X,877,v,780,v,2249,v
140,2155,1,3514,v,1701,v,967,v,2634,v,970,v,2678,X,1039,v,902,v,2664,v
140,2547,1,4031,v,1966,v,1096,v,3072,v,1137,v,3081,X,1177,v,1050,v,3125,v
140,2939,1,4458,v,2177,v,1242,v,3508,v,1250,v,3502,X,1317,v,1184,v,3499,v
140,3331,1,5036,v,2458,v,1371,v,3907,v,1392,v,3909,X,1488,v,1305,v,3912,v
140,3723,1,5540,v,2707,v,1524,v,4309,v,1544,v,4319,X,1621,v,1453,v,4319,v
140,4115,1,6042,v,2972,v,1668,v,4728,v,1682,v,4728,X,1788,v,1577,v,4744,v
140,4507,1,6592,v,3191,v,1821,v,5144,v,1843,v,5183,X,1926,v,1719,v,5160,v
140,4899,1,6988,v,3429,v,1934,v,5577,v,1981,v,5614,X,2086,v,1844,v,5586,v
140,5291,1,7564,v,3693,v,2085,v,5969,v,2147,v,5994,X,2230,v,1979,v,5985,v
140,5683,1,8073,v,3950,v,2220,v,6352,v,2281,v,6392,X,2385,v,2119,v,6380,v
141,198,106,876,v,481,v,245,v,573,v,257,X,581,X,256,v,229,v,542,v
141,596,7,1407,v,726,v,395,v,1012,v,381,X,1033,X,424,v,374,v,1016,v
141,994,1,1938,v,972,v,538,v,1419,v,534,v,1429,X,574,v,506,v,1440,v
141,1391,1,2458,v,1219,v,680,v,1856,v,670,v,1864,X,729,v,641,v,1868,v
141,1789,1,2979,v,1483,v,822,v,2266,v,821,v,2281,X,884,v,777,v,2283,v
141,2186,1,3527,v,1734,v,972,v,2715,v,972,v,2722,X,1034,v,926,v,2719,v
141,2584,1,4069,v,1982,v,1117,v,3103,v,1126,v,3131,X,1186,v,1052,v,3135,v
141,2982,1,4577,v,2240,v,1249,v,3528,v,1274,v,3543,X,1338,v,1199,v,3548,v
141,3379,1,5090,v,2491,v,1392,v,3962,v,1422,v,3978,X,1500,v,1322,v,3983,v
141,3777,1,5614,v,2743,v,1544,v,4349,v,1563,v,4380,X,1644,v,1473,v,4378,v
141,4175,1,6021,v,2962,v,1689,v,4802,v,1715,v,4812,X,1798,v,1604,v,4789,v
141,4572,1,6633,v,3248,v,1818,v,5190,v,1861,v,5215,X,1958,v,1734,v,5216,v
141,4970,1,7156,v,3493,v,1972,v,5599,v,2024,v,5662,X,2098,v,1692,v,5632,v
141,5367,1,7586,v,3715,v,2114,v,6017,v,2163,v,6039,X,2271,v,2021,v,6047,v
141,5765,1,8182,v,3999,v,2256,v,6448,v,2317,v,6495,X,2402,v,2159,v,6470,v
142,201,104,881,v,489,v,247,v,580,v,258,X,596,X,261,v,235,v,549,v
142,604,9,1419,v,728,v,398,v,1017,v,385,X,1039,X,427,v,377,v,1021,v
142,1008,1,1952,v,985,v,544,v,1451,v,543,v,1458,X,581,v,515,v,1477,v
142,1411,1,2483,v,1228,v,689,v,1894,v,680,v,1895,X,737,v,649,v,1909,v
142,1814,1,3040,v,1501,v,833,v,2302,v,830,v,2297,X,893,v,788,v,2318,v
142,2218,1,3574,v,1736,v,977,v,2748,v,983,v,2760,X,1059,v,926,v,2768,v
142,2621,1,4090,v,2010,v,1121,v,3152,v,1134,v,3168,X,1204,v,1077,v,3174,v
142,3024,1,5001,v,2267,v,1266,v,3575,v,1284,v,3593,X,1366,v,1204,v,3599,v
142,3427,1,5147,v,2518,v,1410,v,3991,v,1448,v,4015,X,1509,v,1357,v,4009,v
142,3831,1,5661,v,2789,v,1565,v,4447,v,1584,v,4483,X,1665,v,1493,v,4518,v
142,4234,1,6167,v,3001,v,1723,v,4847,v,1738,v,4869,X,1832,v,1616,v,4858,v
142,4637,1,6645,v,3288,v,1857,v,5300,v,1890,v,5304,X,1971,v,1591,v,5285,v
142,5040,1,7224,v,3537,v,1988,v,5687,v,2047,v,5719,X,2140,v,1907,v,5716,v
142,5444,1,7697,v,3825,v,2134,v,6117,v,2199,v,6156,X,2290,v,2048,v,6146,v
142,5847,1,8224,v,4063,v,2276,v,6522,v,2351,v,6595,X,2455,v,2184,v,6567,v
143,204,123,912,v,500,v,245,v,570,v,261,X,597,X,255,v,230,v,560,v
143,613,8,1422,v,738,v,405,v,1037,v,389,X,1032,X,433,v,382,v,1043,v
143,1022,1,1975,v,1000,v,563,v,1460,v,535,v,1480,X,589,v,520,v,1472,v
143,1431,1,2510,v,1256,v,697,v,1892,v,689,v,1890,X,758,v,660,v,1893,v
143,1840,1,3081,v,1527,v,844,v,2341,v,843,v,2352,X,905,v,801,v,2353,v
143,2249,1,3597,v,1781,v,990,v,2745,v,991,v,2763,X,1061,v,953,v,2756,v
143,2658,1,4155,v,2028,v,1152,v,3171,v,1145,v,3188,X,1221,v,1102,v,3259,v
143,3067,1,4625,v,2277,v,1308,v,3655,v,1305,v,3642,X,1395,v,1215,v,3651,v
143,3476,1,5210,v,2562,v,1429,v,4062,v,1462,v,4088,X,1529,v,1372,v,4105,v
143,3885,1,5737,v,2830,v,1587,v,4491,v,1612,v,4525,X,1688,v,1514,v,4535,v
143,4294,1,6261,v,3049,v,1738,v,4918,v,1771,v,4936,X,1850,v,1639,v,4939,v
143,4703,1,6813,v,3316,v,1868,v,5357,v,1907,v,5391,X,2013,v,1781,v,5390,v
143,5112,1,7347,v,3591,v,2016,v,5804,v,2080,v,5828,X,2169,v,1934,v,5830,v
143,5521,1,7894,v,3843,v,2169,v,6224,v,2222,v,6260,X,2326,v,2062,v,6260,v
143,5930,1,8414,v,4111,v,2319,v,6628,v,2383,v,6670,X,2481,v,2202,v,6661,v
144,207,84,905,v,489,v,265,v,576,v,259,X,591,X,266,v,239,v,559,v
144,622,7,1457,v,742,v,408,v,1053,v,392,X,1049,X,436,v,386,v,1058,v
144,1036,1,2006,v,1006,v,556,v,1528,v,541,v,1503,X,608,v,522,v,1501,v
144,1451,1,2534,v,1275,v,705,v,1936,v,709,v,1948,X,767,v,665,v,1954,v
144,1866,1,3093,v,1535,v,855,v,2359,v,856,v,2370,X,922,v,808,v,2379,v
144,2280,1,3664,v,1795,v,1001,v,2797,v,1006,v,2812,X,1087,v,949,v,2816,v
144,2695,1,4214,v,2053,v,1150,v,3240,v,1164,v,3252,X,1250,v,991,v,3263,v
144,3110,1,4760,v,2320,v,1299,v,3670,v,1324,v,3683,X,1392,v,1251,v,3693,v
144,3525,1,5280,v,2564,v,1459,v,4150,v,1479,v,4160,X,1554,v,1377,v,4163,v
144,3939,1,5846,v,2844,v,1606,v,4523,v,1627,v,4563,X,1710,v,1532,v,4554,v
144,4354,1,6393,v,3114,v,1756,v,4965,v,1790,v,4978,X,1880,v,1664,v,5012,v
144,4769,1,6898,v,3366,v,1904,v,5432,v,1948,v,5441,X,2042,v,1818,v,5465,v
144,5183,1,7491,v,3625,v,2051,v,5853,v,2092,v,5899,X,2203,v,1947,v,5866,v
144,5598,1,7985,v,3911,v,2190,v,6310,v,2253,v,6351,X,2346,v,2101,v,6354,v
144,6013,1,8494,v,4120,v,2349,v,6833,v,2447,v,6722,X,2484,v,1970,v,6761,v
145,210,114,912,v,519,v,254,v,581,v,268,X,608,X,265,v,238,v,561,v
145,630,5,1456,v,758,v,414,v,1058,v,397,X,1051,X,441,v,391,v,1064,v
145,1051,1,2017,v,1015,v,577,v,1491,v,551,v,1508,X,604,v,529,v,1500,v
145,1471,1,2575,v,1285,v,716,v,1958,v,708,v,1967,X,765,v,681,v,1997,v
145,1892,1,3234,v,1516,v,871,v,2386,v,853,v,2408,X,943,v,766,v,2394,v
145,2312,1,3640,v,1789,v,1036,v,2873,v,1025,v,2865,X,1090,v,959,v,2877,v
145,2733,1,4259,v,2082,v,1203,v,3283,v,1175,v,3290,X,1252,v,1131,v,3301,v
145,3153,1,4806,v,2336,v,1322,v,3714,v,1336,v,3739,X,1408,v,1251,v,3709,v
145,3574,1,5343,v,2622,v,1477,v,4187,v,1493,v,4212,X,1568,v,1395,v,4215,v
145,3994,1,5813,v,2848,v,1641,v,4585,v,1649,v,4607,X,1735,v,1553,v,4588,v
145,4415,1,6401,v,3118,v,1775,v,5015,v,1797,v,5011,X,1888,v,1508,v,5046,v
145,4835,1,6993,v,3425,v,1966,v,5540,v,1976,v,5556,X,2051,v,1842,v,5553,v
145,5256,1,7549,v,3686,v,2069,v,5938,v,2125,v,5951,X,2223,v,1984,v,5927,v
145,5676,1,8583,v,3917,v,2206,v,6338,v,2271,v,6382,X,2346,v,1967,v,6434,v
145,6097,1,8653,v,4200,v,2409,v,6865,v,2448,v,6899,X,2553,v,2307,v,6889,v
146,213,102,926,v,505,v,260,v,584,v,274,X,614,X,273,v,250,v,566,v
146,639,4,1482,v,772,v,417,v,1132,v,402,X,1098,X,447,v,393,v,1092,v
146,1065,1,2048,v,1033,v,569,v,1558,v,560,v,1511,X,610,v,547,v,1509,v
146,1492,1,2711,v,1289,v,734,v,1981,v,728,v,2023,X,791,v,680,v,1996,v
146,1918,1,3209,v,1570,v,880,v,2464,v,872,v,2447,X,935,v,831,v,2479,v
146,2344,1,3805,v,1831,v,1041,v,2907,v,1030,v,2886,X,1106,v,973,v,2923,v
146,2771,1,4340,v,2133,v,1196,v,3320,v,1194,v,3363,X,1279,v,1120,v,3364,v
146,3197,1,4934,v,2386,v,1343,v,3832,v,1357,v,3808,X,1470,v,1269,v,3809,v
146,3623,1,5419,v,2678,v,1488,v,4260,v,1514,v,4237,X,1636,v,1413,v,4260,v
146,4050,1,5943,v,2908,v,1691,v,4684,v,1719,v,4714,X,1806,v,1561,v,4714,v
146,4476,1,6593,v,3184,v,1803,v,5103,v,1839,v,5141,X,1934,v,1706,v,5149,v
146,4902,1,7118,v,3470,v,1955,v,5576,v,1989,v,5603,X,2124,v,1854,v,5576,v
146,5328,1,7670,v,3725,v,2114,v,6011,v,2156,v,6054,X,2245,v,2014,v,6023,v
146,5755,1,8213,v,4005,v,2259,v,6472,v,2318,v,6499,X,2420,v,2146,v,6496,v
146,6181,1,8628,v,4227,v,2433,v,6936,v,2475,v,6963,X,2577,v,2292,v,6941,v
147,216,85,921,v,509,v,258,v,598,v,265,X,617,X,273,v,246,v,592,v
147,648,6,1484,v,768,v,431,v,1081,v,403,X,1089,X,449,v,410,v,1086,v
147,1080,1,2057,v,1050,v,576,v,1527,v,562,v,1541,X,617,v,544,v,1547,v
147,1512,1,2642,v,1306,v,743,v,1979,v,720,v,2000,X,782,v,693,v,2004,v
147,1944,1,3213,v,1598,v,900,v,2419,v,897,v,2436,X,963,v,838,v,2449,v
147,2376,1,4093,v,1874,v,1054,v,2864,v,1055,v,2893,X,1115,v,986,v,2896,v
147,2809,1,4383,v,2133,v,1211,v,3391,v,1208,v,3403,X,1286,v,1152,v,3386,v
147,3241,1,4967,v,2403,v,1355,v,3842,v,1382,v,3836,X,1444,v,1295,v,3847,v
147,3673,1,5907,v,2683,v,1519,v,4286,v,1535,v,4305,X,1613,v,1428,v,4309,v
147,4105,1,6079,v,2968,v,1658,v,4707,v,1702,v,4739,X,1788,v,1581,v,4749,v
147,4537,1,6687,v,3238,v,1826,v,5214,v,1856,v,5227,X,1941,v,1742,v,5228,v
147,4970,1,7214,v,3509,v,1969,v,5656,v,2025,v,5665,X,2127,v,1889,v,5663,v
147,5402,1,7744,v,3762,v,2135,v,6108,v,2178,v,6112,X,2270,v,1824,v,6122,v
147,5834,1,8350,v,4064,v,2278,v,6541,v,2351,v,6582,X,2429,v,2141,v,6564,v
147,6266,1,8912,v,4330,v,2456,v,7019,v,2511,v,7046,X,2621,v,2324,v,7058,v
148,219,97,948,v,517,v,261,v,601,v,271,X,621,X,286,v,248,v,583,v
148,657,5,1502,v,793,v,426,v,1081,v,410,X,1104,X,456,v,404,v,1088,v
148,1095,1,2095,v,1047,v,582,v,1557,v,569,v,1557,X,623,v,558,v,1553,v
148,1533,1,2673,v,1344,v,740,v,2013,v,742,v,2024,X,804,v,701,v,2025,v
148,1971,1,3247,v,1627,v,897,v,2491,v,894,v,2507,X,962,v,852,v,2509,v
148,2409,1,3857,v,1877,v,1056,v,2949,v,1057,v,2955,X,1118,v,920,v,2950,v
148,2847,1,4408,v,2173,v,1208,v,3409,v,1237,v,3431,X,1296,v,1150,v,3415,v
