V,E,sccs,boost,boostCorrected,tarjan_map,tarjan_mapCorrected,nuutila1_map,nuutila1_mapCorrected,nuutila1_iterative,nuutila1_iterativeCorrected,nuutila2_map,nuutila2_mapCorrected,nuutila2_iterative,nuutila2_iterativeCorrected,pearce1_map,pearce1_mapCorrected,pearce2_map,pearce2_mapCorrected,pearce2_iterative,pearce2_iterativeCorrected
12,38,1,117,v,63,v,38,v,79,v,36,v,81,X,36,v,31,v,75,v
12,41,1,119,v,62,v,38,v,82,v,36,v,84,X,38,v,32,v,79,v
13,1,13,71,v,35,v,21,v,35,v,23,v,39,X,20,v,17,v,33,v
13,5,12,77,v,39,v,23,v,70,v,26,X,44,X,23,v,20,v,37,v
13,8,13,79,v,42,v,23,v,45,v,26,v,59,X,24,v,20,v,43,v
13,11,11,83,v,44,v,25,v,49,v,27,X,53,X,26,v,22,v,47,v
13,15,12,84,v,48,v,26,v,56,v,29,X,58,X,27,v,23,v,50,v
13,18,10,91,v,49,v,28,v,60,v,29,X,61,X,28,v,24,v,55,v
13,21,8,96,v,51,v,29,v,61,v,31,X,64,X,30,v,25,v,58,v
13,25,7,99,v,54,v,31,v,68,v,32,X,70,X,31,v,27,v,64,v
13,28,5,105,v,56,v,34,v,145,v,33,X,72,X,35,v,30,v,68,v
13,32,3,108,v,60,v,35,v,75,v,35,X,76,X,36,v,31,v,72,v
13,35,1,117,v,58,v,35,v,80,v,34,v,81,X,36,v,30,v,78,v
13,38,2,117,v,62,v,36,v,82,v,35,X,84,X,37,v,32,v,79,v
13,42,2,122,v,64,v,38,v,83,v,37,v,85,X,39,v,34,v,82,v
13,45,1,131,v,67,v,39,v,91,v,37,v,91,X,40,v,34,v,89,v
13,49,1,136,v,70,v,40,v,95,v,39,v,126,X,42,v,35,v,94,v
14,1,14,76,v,38,v,22,v,37,v,24,v,41,X,21,v,18,v,35,v
14,5,14,82,v,43,v,24,v,44,v,26,v,47,X,23,v,20,v,40,v
14,9,13,171,v,46,v,27,v,49,v,29,v,53,X,25,v,22,v,46,v
14,13,14,88,v,49,v,26,v,52,v,29,v,56,X,26,v,22,v,49,v
14,17,13,98,v,52,v,28,v,61,v,30,X,64,X,28,v,24,v,57,v
14,21,12,102,v,56,v,31,v,63,v,33,X,66,X,31,v,27,v,59,v
14,25,12,103,v,59,v,33,v,68,v,36,X,71,X,33,v,29,v,64,v
14,29,7,109,v,60,v,34,v,72,v,35,v,74,X,35,v,30,v,68,v
14,33,1,117,v,62,v,35,v,80,v,33,v,81,X,37,v,31,v,79,v
14,37,2,148,v,65,v,37,v,80,v,36,v,82,X,39,v,33,v,78,v
14,41,3,127,v,65,v,38,v,87,v,37,X,90,X,40,v,34,v,85,v
14,45,1,135,v,68,v,39,v,91,v,39,v,94,X,41,v,35,v,90,v
14,48,3,139,v,75,v,45,v,101,v,70,X,103,X,45,v,38,v,96,v
14,52,2,145,v,73,v,43,v,103,v,43,X,104,X,46,v,39,v,102,v
14,56,1,148,v,76,v,45,v,106,v,43,v,109,X,46,v,42,v,107,v
15,2,15,81,v,40,v,23,v,40,v,26,v,45,X,22,v,19,v,38,v
15,6,15,87,v,72,v,25,v,45,v,28,v,48,X,25,v,21,v,42,v
15,11,14,90,v,48,v,27,v,54,v,30,X,57,X,27,v,23,v,50,v
15,15,14,101,v,52,v,28,v,59,v,31,X,63,X,28,v,24,v,55,v
15,20,12,101,v,57,v,32,v,66,v,33,X,68,X,32,v,27,v,60,v
15,24,8,109,v,58,v,33,v,71,v,34,X,73,X,34,v,29,v,67,v
15,29,4,137,v,61,v,37,v,76,v,35,X,78,X,36,v,31,v,73,v
15,33,3,119,v,64,v,37,v,84,v,38,v,84,X,39,v,33,v,78,v
15,38,3,134,v,71,v,42,v,93,v,39,v,91,X,41,v,35,v,86,v
15,42,3,137,v,71,v,41,v,97,v,43,X,96,X,44,v,65,v,93,v
15,47,2,145,v,76,v,44,v,102,v,42,v,99,X,45,v,40,v,98,v
15,51,2,145,v,77,v,45,v,101,v,43,X,103,X,45,v,39,v,99,v
15,56,1,153,v,77,v,44,v,107,v,44,v,111,X,75,v,124,v,109,v
15,60,1,153,v,82,v,47,v,104,v,45,v,107,X,50,v,42,v,102,v
15,65,1,165,v,83,v,48,v,114,v,46,v,114,X,50,v,43,v,114,v
16,2,16,87,v,43,v,25,v,43,v,29,v,49,X,25,v,21,v,38,v
16,7,16,119,v,48,v,27,v,50,v,30,v,55,X,26,v,22,v,48,v
16,12,13,99,v,51,v,29,v,58,v,34,X,61,X,29,v,25,v,54,v
16,17,16,102,v,57,v,30,v,64,v,32,v,67,X,29,v,26,v,59,v
16,23,10,112,v,59,v,33,v,74,v,35,X,77,X,35,v,30,v,69,v
16,28,13,117,v,65,v,37,v,77,v,39,X,81,X,38,v,33,v,98,v
16,33,5,202,v,66,v,40,v,86,v,38,X,88,X,41,v,35,v,82,v
16,38,7,131,v,71,v,41,v,91,v,44,X,94,X,44,v,38,v,85,v
16,43,2,139,v,73,v,43,v,104,v,44,X,106,X,45,v,40,v,101,v
16,48,3,152,v,77,v,45,v,107,v,45,v,109,X,48,v,40,v,103,v
16,53,3,152,v,80,v,47,v,105,v,46,X,108,X,48,v,41,v,104,v
16,58,3,154,v,85,v,46,v,107,v,45,X,110,X,58,v,42,v,107,v
16,63,2,166,v,84,v,49,v,194,v,49,v,122,X,51,v,44,v,119,v
16,69,1,173,v,88,v,50,v,126,v,50,v,130,X,53,v,47,v,128,v
16,74,2,181,v,122,v,54,v,128,v,54,X,131,X,56,v,48,v,127,v
17,2,17,91,v,58,v,26,v,44,v,29,v,50,X,25,v,21,v,40,v
17,8,17,97,v,51,v,29,v,56,v,33,v,58,X,29,v,24,v,49,v
17,14,17,106,v,58,v,31,v,62,v,34,v,63,X,31,v,26,v,55,v
17,20,14,111,v,61,v,34,v,71,v,35,X,74,X,33,v,29,v,65,v
17,26,13,120,v,65,v,36,v,78,v,39,X,81,X,37,v,32,v,71,v
17,31,11,124,v,70,v,39,v,84,v,40,X,85,X,39,v,36,v,78,v
17,37,10,233,v,75,v,43,v,91,v,44,X,95,X,43,v,37,v,84,v
17,43,7,140,v,102,v,43,v,94,v,43,X,98,X,44,v,38,v,90,v
17,49,3,150,v,79,v,45,v,100,v,44,v,103,X,47,v,40,v,98,v
17,54,1,161,v,82,v,48,v,115,v,48,v,117,X,50,v,43,v,113,v
17,60,1,194,v,86,v,49,v,115,v,47,v,117,X,51,v,44,v,113,v
17,66,1,175,v,97,v,60,v,123,v,50,v,126,X,53,v,46,v,124,v
17,72,1,182,v,95,v,53,v,127,v,52,v,130,X,56,v,68,v,129,v
17,78,1,189,v,97,v,56,v,135,v,54,v,138,X,58,v,50,v,137,v
17,83,1,197,v,99,v,57,v,139,v,58,v,142,X,61,v,51,v,141,v
18,3,18,126,v,50,v,27,v,47,v,31,v,53,X,27,v,23,v,44,v
18,9,18,104,v,54,v,30,v,56,v,33,v,59,X,29,v,25,v,52,v
18,16,16,112,v,61,v,34,v,67,v,38,X,72,X,34,v,29,v,71,v
18,22,17,119,v,66,v,36,v,75,v,39,X,78,X,35,v,31,v,72,v
18,29,15,129,v,71,v,39,v,81,v,40,X,88,X,39,v,34,v,78,v
18,35,6,141,v,74,v,42,v,92,v,42,v,93,X,43,v,37,v,85,v
18,42,8,143,v,77,v,43,v,96,v,44,X,100,X,45,v,39,v,95,v
18,48,6,147,v,82,v,45,v,102,v,45,X,106,X,48,v,42,v,137,v
18,55,2,166,v,85,v,49,v,120,v,49,X,122,X,52,v,44,v,117,v
18,61,2,170,v,97,v,51,v,118,v,48,X,120,X,52,v,45,v,118,v
18,68,1,179,v,114,v,53,v,128,v,50,v,129,X,55,v,47,v,125,v
18,74,1,188,v,95,v,55,v,133,v,53,v,136,X,57,v,49,v,133,v
18,80,2,196,v,101,v,59,v,141,v,60,X,172,X,62,v,54,v,141,v
18,87,2,212,v,109,v,62,v,149,v,60,X,152,X,64,v,56,v,148,v
18,93,1,217,v,108,v,64,v,155,v,64,v,190,X,68,v,56,v,152,v
19,3,19,102,v,52,v,29,v,51,v,35,v,59,X,29,v,25,v,46,v
19,10,19,112,v,57,v,31,v,60,v,35,v,65,X,31,v,26,v,56,v
19,18,19,117,v,64,v,34,v,67,v,38,v,72,X,33,v,28,v,64,v
19,25,12,127,v,69,v,38,v,82,v,42,X,85,X,39,v,34,v,104,v
19,32,12,134,v,73,v,40,v,87,v,42,X,91,X,42,v,36,v,82,v
19,39,6,149,v,76,v,45,v,98,v,44,v,101,X,45,v,39,v,95,v
19,46,6,154,v,81,v,47,v,107,v,47,X,110,X,49,v,43,v,104,v
19,54,3,164,v,86,v,48,v,117,v,49,X,120,X,52,v,44,v,115,v
19,61,1,175,v,91,v,52,v,121,v,50,v,123,X,54,v,46,v,121,v
19,68,3,186,v,95,v,54,v,154,v,55,X,134,X,57,v,49,v,131,v
19,75,1,196,v,99,v,57,v,138,v,56,v,139,X,60,v,51,v,138,v
19,83,2,207,v,108,v,62,v,144,v,58,v,144,X,63,v,92,v,142,v
19,90,1,213,v,109,v,63,v,151,v,62,v,155,X,66,v,57,v,237,v
19,97,1,222,v,112,v,65,v,159,v,63,v,162,X,91,v,58,v,158,v
19,104,1,233,v,121,v,67,v,163,v,65,v,166,X,70,v,61,v,161,v
20,3,20,106,v,52,v,29,v,50,v,33,v,56,X,29,v,25,v,47,v
20,11,20,116,v,61,v,32,v,65,v,36,v,69,X,33,v,49,v,62,v
20,19,20,125,v,67,v,35,v,73,v,38,v,77,X,35,v,30,v,69,v
20,27,15,134,v,72,v,40,v,85,v,41,X,90,X,40,v,36,v,80,v
20,35,15,142,v,79,v,42,v,92,v,45,X,96,X,44,v,38,v,88,v
20,43,7,175,v,82,v,46,v,104,v,46,X,106,X,48,v,42,v,102,v
20,51,4,165,v,85,v,49,v,114,v,48,X,119,X,51,v,44,v,114,v
20,59,2,176,v,90,v,51,v,121,v,50,v,124,X,54,v,47,v,122,v
20,67,1,186,v,95,v,55,v,132,v,53,v,134,X,58,v,49,v,132,v
20,75,4,201,v,100,v,57,v,140,v,57,X,145,X,69,v,53,v,143,v
20,83,2,308,v,108,v,63,v,147,v,60,v,149,X,64,v,55,v,144,v
20,91,1,219,v,112,v,65,v,159,v,63,v,159,X,67,v,59,v,160,v
20,99,1,261,v,117,v,68,v,167,v,66,v,168,X,72,v,62,v,166,v
20,107,1,260,v,126,v,72,v,176,v,69,v,180,X,87,v,66,v,176,v
20,115,1,254,v,129,v,75,v,181,v,72,v,181,X,76,v,68,v,178,v
21,4,21,112,v,55,v,31,v,53,v,36,v,77,X,31,v,27,v,49,v
21,13,21,121,v,64,v,34,v,68,v,38,v,72,X,34,v,30,v,63,v
21,22,19,131,v,71,v,38,v,81,v,41,X,85,X,38,v,34,v,76,v
21,30,20,139,v,77,v,40,v,89,v,44,X,94,X,41,v,36,v,84,v
21,39,10,150,v,82,v,45,v,100,v,46,X,103,X,47,v,41,v,95,v
21,48,5,178,v,87,v,49,v,112,v,48,X,114,X,51,v,45,v,110,v
21,57,4,180,v,95,v,55,v,123,v,54,X,126,X,136,v,49,v,122,v
21,66,1,189,v,98,v,55,v,135,v,54,v,138,X,59,v,50,v,162,v
21,74,4,197,v,104,v,59,v,142,v,58,X,147,X,61,v,54,v,142,v
21,83,1,211,v,109,v,62,v,154,v,60,v,157,X,66,v,57,v,155,v
21,92,1,223,v,114,v,65,v,160,v,69,v,165,X,69,v,59,v,159,v
21,101,1,241,v,124,v,74,v,174,v,73,v,176,X,76,v,60,v,199,v
21,110,1,256,v,127,v,74,v,182,v,71,v,181,X,78,v,65,v,177,v
21,119,1,268,v,133,v,110,v,191,v,74,v,190,X,79,v,69,v,190,v
21,127,1,279,v,142,v,82,v,224,v,84,v,213,X,82,v,72,v,208,v
22,4,22,118,v,60,v,33,v,57,v,38,v,62,X,32,v,28,v,52,v
22,14,22,128,v,66,v,35,v,71,v,39,v,76,X,35,v,31,v,67,v
22,24,22,139,v,76,v,39,v,83,v,45,v,88,X,40,v,34,v,77,v
22,33,11,145,v,80,v,45,v,100,v,45,X,102,X,46,v,40,v,94,v
22,43,12,161,v,88,v,48,v,107,v,49,X,111,X,50,v,44,v,104,v
22,53,3,175,v,98,v,52,v,121,v,52,X,125,X,55,v,48,v,120,v
22,62,3,189,v,99,v,59,v,159,v,57,X,143,X,63,v,54,v,136,v
22,72,5,203,v,108,v,63,v,142,v,61,X,143,X,64,v,56,v,137,v
22,82,1,222,v,107,v,64,v,151,v,62,v,188,X,67,v,56,v,150,v
22,91,3,232,v,116,v,67,v,163,v,66,X,167,X,70,v,60,v,170,v
22,101,1,244,v,122,v,70,v,191,v,69,v,174,X,73,v,64,v,170,v
22,111,2,257,v,133,v,76,v,183,v,74,v,184,X,79,v,67,v,181,v
22,120,1,268,v,133,v,79,v,197,v,78,v,199,X,82,v,71,v,194,v
22,130,1,287,v,144,v,90,v,215,v,83,v,212,X,120,v,70,v,207,v
22,140,1,297,v,149,v,85,v,214,v,84,v,216,X,89,v,77,v,216,v
23,5,23,123,v,62,v,35,v,59,v,38,v,90,X,34,v,29,v,56,v
23,15,22,135,v,71,v,39,v,72,v,44,X,77,X,38,v,33,v,66,v
23,26,16,149,v,78,v,43,v,89,v,46,X,93,X,44,v,39,v,84,v
23,37,16,155,v,86,v,47,v,103,v,49,X,108,X,48,v,42,v,99,v
23,47,8,173,v,92,v,52,v,118,v,53,X,125,X,54,v,47,v,116,v
23,58,5,261,v,101,v,58,v,125,v,57,X,129,X,60,v,52,v,122,v
23,68,1,202,v,104,v,62,v,172,v,59,v,145,X,63,v,54,v,141,v
23,79,1,218,v,113,v,63,v,148,v,60,v,150,X,66,v,58,v,148,v
23,89,1,228,v,119,v,67,v,183,v,65,v,166,X,70,v,61,v,164,v
23,100,1,249,v,123,v,75,v,249,v,69,v,176,X,74,v,64,v,172,v
23,111,1,281,v,132,v,76,v,182,v,73,v,184,X,79,v,68,v,180,v
23,121,1,276,v,139,v,79,v,193,v,77,v,196,X,82,v,72,v,194,v
23,132,1,285,v,151,v,83,v,202,v,80,v,206,X,88,v,76,v,204,v
23,142,1,378,v,173,v,86,v,214,v,85,v,218,X,91,v,79,v,215,v
23,153,1,317,v,160,v,90,v,231,v,89,v,233,X,95,v,82,v,253,v
24,5,24,127,v,66,v,35,v,62,v,39,v,70,X,34,v,30,v,59,v
24,17,24,145,v,77,v,41,v,81,v,45,v,85,X,40,v,34,v,75,v
24,28,23,153,v,93,v,45,v,92,v,49,X,98,X,44,v,39,v,87,v
24,40,10,275,v,91,v,51,v,116,v,53,X,119,X,53,v,46,v,111,v
24,51,7,186,v,99,v,56,v,123,v,53,X,126,X,57,v,50,v,125,v
24,63,8,199,v,105,v,61,v,135,v,59,X,183,X,63,v,54,v,132,v
24,74,2,212,v,109,v,63,v,147,v,61,v,152,X,65,v,56,v,145,v
24,86,2,229,v,130,v,69,v,162,v,67,v,186,X,71,v,59,v,158,v
24,97,1,266,v,136,v,85,v,185,v,75,v,191,X,81,v,68,v,185,v
24,109,1,306,v,136,v,81,v,195,v,75,v,192,X,82,v,70,v,188,v
24,120,1,280,v,147,v,86,v,202,v,81,v,203,X,99,v,74,v,227,v
24,132,1,295,v,145,v,85,v,214,v,176,v,217,X,90,v,77,v,210,v
24,143,2,311,v,153,v,92,v,231,v,89,v,232,X,97,v,78,v,226,v
24,155,1,328,v,164,v,95,v,268,v,95,v,239,X,99,v,81,v,230,v
24,167,1,438,v,171,v,99,v,247,v,96,v,248,X,104,v,115,v,242,v
25,6,25,132,v,67,v,37,v,66,v,42,v,72,X,35,v,31,v,61,v
25,18,24,146,v,77,v,41,v,85,v,46,X,90,X,42,v,36,v,79,v
25,31,23,158,v,90,v,47,v,100,v,50,X,105,X,47,v,42,v,94,v
25,43,22,178,v,100,v,52,v,111,v,57,X,116,X,53,v,47,v,104,v
25,56,9,192,v,104,v,57,v,132,v,58,X,136,X,61,v,52,v,126,v
25,68,4,208,v,109,v,89,v,150,v,60,X,153,X,64,v,57,v,148,v
25,81,6,224,v,120,v,66,v,157,v,65,X,160,X,69,v,60,v,154,v
25,93,5,244,v,127,v,94,v,174,v,73,X,176,X,79,v,65,v,180,v
25,106,1,285,v,136,v,81,v,198,v,81,v,200,X,189,v,68,v,189,v
25,118,1,299,v,153,v,91,v,215,v,85,v,209,X,89,v,70,v,200,v
25,131,1,299,v,175,v,85,v,213,v,85,v,216,X,91,v,78,v,213,v
25,143,1,331,v,159,v,95,v,228,v,91,v,239,X,104,v,130,v,228,v
25,156,1,351,v,173,v,104,v,249,v,99,v,251,X,107,v,81,v,237,v
25,168,1,371,v,181,v,106,v,265,v,106,v,274,X,113,v,88,v,272,v
25,181,1,378,v,284,v,110,v,285,v,110,v,303,X,118,v,91,v,294,v
26,6,26,137,v,70,v,39,v,69,v,44,v,75,X,38,v,57,v,66,v
26,20,25,154,v,85,v,45,v,92,v,50,X,98,X,48,v,40,v,87,v
26,33,20,173,v,96,v,56,v,113,v,57,X,116,X,54,v,45,v,104,v
26,47,7,191,v,103,v,60,v,136,v,58,X,165,X,60,v,52,v,128,v
26,60,2,208,v,112,v,65,v,246,v,60,X,147,X,65,v,55,v,141,v
26,74,4,229,v,121,v,71,v,163,v,66,v,197,X,73,v,60,v,158,v
26,87,4,242,v,123,v,74,v,182,v,73,X,180,X,76,v,68,v,174,v
26,101,2,259,v,166,v,79,v,186,v,75,X,188,X,81,v,68,v,182,v
26,114,1,276,v,143,v,83,v,199,v,82,v,200,X,165,v,73,v,195,v
26,128,1,301,v,151,v,86,v,217,v,83,v,216,X,90,v,77,v,210,v
26,141,1,313,v,177,v,88,v,224,v,88,v,229,X,94,v,82,v,225,v
26,155,1,332,v,170,v,96,v,241,v,170,v,263,X,102,v,88,v,241,v
26,168,2,350,v,176,v,100,v,252,v,99,v,254,X,109,v,92,v,250,v
26,182,1,367,v,183,v,105,v,273,v,102,v,273,X,110,v,102,v,270,v
26,196,1,386,v,192,v,109,v,277,v,108,v,282,X,116,v,100,v,276,v
27,7,27,142,v,72,v,39,v,70,v,45,v,77,X,39,v,33,v,84,v
27,21,27,161,v,84,v,46,v,88,v,49,v,93,X,44,v,38,v,82,v
27,36,22,170,v,95,v,50,v,110,v,53,X,116,X,52,v,45,v,104,v
27,51,10,201,v,101,v,58,v,134,v,57,X,159,X,61,v,54,v,132,v
27,65,6,218,v,113,v,64,v,147,v,63,X,150,X,66,v,58,v,142,v
27,80,4,235,v,120,v,67,v,166,v,67,X,225,X,72,v,62,v,163,v
27,94,3,254,v,128,v,72,v,175,v,73,X,181,X,77,v,67,v,174,v
27,109,4,280,v,156,v,80,v,191,v,77,X,195,X,84,v,74,v,189,v
27,123,1,300,v,154,v,89,v,222,v,84,v,218,X,92,v,76,v,214,v
27,138,1,318,v,161,v,98,v,229,v,90,v,227,X,99,v,83,v,223,v
27,153,1,338,v,163,v,96,v,246,v,94,v,256,X,103,v,87,v,243,v
27,167,1,353,v,179,v,101,v,254,v,100,v,259,X,105,v,92,v,253,v
27,182,1,371,v,184,v,104,v,273,v,103,v,297,X,111,v,98,v,276,v
27,196,1,394,v,261,v,112,v,288,v,110,v,310,X,119,v,102,v,287,v
27,211,1,411,v,202,v,115,v,298,v,114,v,303,X,122,v,127,v,300,v
28,7,28,149,v,75,v,40,v,72,v,47,v,79,X,40,v,34,v,67,v
28,23,25,167,v,94,v,47,v,95,v,51,X,102,X,47,v,41,v,91,v
28,39,25,184,v,106,v,55,v,116,v,58,X,122,X,82,v,48,v,109,v
28,54,14,204,v,109,v,61,v,137,v,62,X,141,X,62,v,55,v,131,v
28,70,5,226,v,118,v,65,v,154,v,64,X,157,X,69,v,60,v,176,v
28,86,3,249,v,126,v,72,v,171,v,70,X,174,X,75,v,66,v,169,v
28,101,1,268,v,137,v,77,v,195,v,75,v,211,X,83,v,71,v,190,v
28,117,1,290,v,144,v,83,v,205,v,80,v,209,X,87,v,75,v,203,v
28,133,1,313,v,159,v,90,v,218,v,89,v,225,X,99,v,79,v,219,v
28,148,1,341,v,178,v,131,v,240,v,94,v,242,X,107,v,85,v,312,v
28,164,1,358,v,174,v,105,v,263,v,100,v,287,X,108,v,93,v,249,v
28,180,1,375,v,185,v,106,v,263,v,105,v,269,X,111,v,98,v,282,v
28,195,1,463,v,202,v,111,v,278,v,108,v,282,X,118,v,102,v,278,v
28,211,1,420,v,210,v,118,v,307,v,116,v,306,X,125,v,109,v,303,v
28,227,1,437,v,217,v,122,v,317,v,122,v,326,X,209,v,115,v,318,v
29,8,29,157,v,79,v,43,v,76,v,50,v,83,X,42,v,36,v,70,v
29,25,29,171,v,92,v,47,v,101,v,52,v,107,X,48,v,41,v,93,v
29,42,27,197,v,108,v,56,v,121,v,60,X,125,X,56,v,50,v,112,v
29,58,9,212,v,111,v,65,v,145,v,62,X,151,X,65,v,58,v,144,v
29,75,5,238,v,123,v,68,v,161,v,67,v,164,X,73,v,63,v,238,v
29,92,4,256,v,136,v,76,v,180,v,73,X,183,X,79,v,70,v,177,v
29,109,3,285,v,144,v,81,v,195,v,78,v,218,X,86,v,75,v,193,v
29,126,1,306,v,157,v,87,v,212,v,84,v,220,X,92,v,80,v,210,v
29,142,1,326,v,165,v,93,v,234,v,90,v,238,X,98,v,85,v,235,v
29,159,1,351,v,195,v,100,v,259,v,98,v,261,X,105,v,92,v,256,v
29,176,1,381,v,186,v,116,v,289,v,105,v,271,X,111,v,96,v,266,v
29,193,1,392,v,196,v,111,v,283,v,110,v,303,X,118,v,103,v,283,v
29,210,1,419,v,207,v,118,v,300,v,118,v,326,X,126,v,109,v,298,v
29,227,1,440,v,222,v,124,v,327,v,123,v,352,X,132,v,114,v,329,v
29,243,1,469,v,229,v,131,v,348,v,156,v,349,X,137,v,120,v,343,v
30,8,30,161,v,81,v,43,v,75,v,50,v,83,X,42,v,37,v,149,v
30,26,30,181,v,98,v,50,v,103,v,57,v,108,X,49,v,44,v,96,v
30,44,16,200,v,108,v,58,v,129,v,60,X,134,X,61,v,54,v,123,v
30,62,13,220,v,119,v,65,v,152,v,65,X,155,X,68,v,60,v,147,v
30,80,4,250,v,128,v,72,v,171,v,70,X,176,X,77,v,66,v,171,v
30,98,1,267,v,200,v,78,v,188,v,74,v,190,X,82,v,71,v,205,v
30,116,4,296,v,150,v,85,v,206,v,82,v,210,X,90,v,79,v,203,v
30,134,3,336,v,162,v,91,v,230,v,90,X,235,X,101,v,88,v,229,v
30,152,1,344,v,172,v,97,v,250,v,96,v,282,X,106,v,89,v,321,v
30,170,2,368,v,183,v,105,v,269,v,103,v,272,X,111,v,97,v,289,v
30,188,1,390,v,197,v,113,v,279,v,109,v,283,X,118,v,104,v,283,v
30,206,1,417,v,210,v,119,v,306,v,115,v,310,X,126,v,108,v,306,v
30,224,1,443,v,216,v,126,v,324,v,123,v,327,X,133,v,117,v,325,v
30,242,1,490,v,230,v,133,v,346,v,131,v,347,X,140,v,147,v,346,v
30,260,1,486,v,243,v,138,v,370,v,135,v,393,X,147,v,126,v,366,v
31,9,31,165,v,82,v,44,v,82,v,50,v,86,X,44,v,39,v,74,v
31,28,26,258,v,100,v,53,v,109,v,58,X,116,X,53,v,47,v,103,v
31,48,13,207,v,111,v,61,v,137,v,61,X,143,X,64,v,56,v,133,v
31,67,6,234,v,120,v,68,v,166,v,66,X,168,X,72,v,62,v,162,v
31,86,8,253,v,137,v,76,v,178,v,74,X,183,X,81,v,69,v,175,v
31,105,8,279,v,150,v,155,v,197,v,83,X,201,X,105,v,77,v,194,v
31,124,2,310,v,158,v,89,v,220,v,86,X,225,X,94,v,82,v,220,v
31,144,1,341,v,171,v,97,v,241,v,95,v,247,X,104,v,88,v,241,v
31,163,1,441,v,201,v,104,v,257,v,101,v,262,X,109,v,95,v,258,v
