V,E,sccs,boost,boostCorrected,tarjan_map,tarjan_mapCorrected,nuutila1_map,nuutila1_mapCorrected,nuutila1_iterative,nuutila1_iterativeCorrected,nuutila2_map,nuutila2_mapCorrected,nuutila2_iterative,nuutila2_iterativeCorrected,pearce1_map,pearce1_mapCorrected,pearce2_map,pearce2_mapCorrected,pearce2_iterative,pearce2_iterativeCorrected
22,62,2,3,v,3,v,2,v,5,v,2,v,6,X,2,v,2,v,5,v
22,72,3,3,v,3,v,3,v,4,v,2,X,6,X,2,v,2,v,5,v
22,82,1,3,v,3,v,3,v,5,v,3,v,6,X,3,v,2,v,6,v
22,91,1,4,v,3,v,3,v,5,v,3,v,6,X,2,v,2,v,6,v
22,101,1,3,v,3,v,3,v,5,v,3,v,6,X,2,v,2,v,6,v
22,111,2,3,v,3,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
22,120,1,3,v,3,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
22,130,1,3,v,4,v,3,v,6,v,3,v,8,X,3,v,2,v,7,v
22,140,1,3,v,4,v,3,v,6,v,3,v,7,X,3,v,2,v,7,v
23,5,23,3,v,2,v,2,v,2,v,1,v,2,X,1,v,1,v,2,v
23,15,22,3,v,2,v,2,v,2,v,2,X,3,X,1,v,1,v,2,v
23,26,21,3,v,2,v,2,v,3,v,2,X,4,X,2,v,1,v,3,v
23,37,22,3,v,3,v,2,v,3,v,2,v,4,X,2,v,12,v,4,v
23,47,6,3,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
23,58,6,3,v,3,v,3,v,4,v,3,X,5,X,2,v,2,v,5,v
23,68,3,3,v,3,v,3,v,5,v,2,v,6,X,2,v,2,v,6,v
23,79,2,3,v,3,v,3,v,5,v,3,X,6,X,2,v,2,v,5,v
23,89,1,3,v,3,v,3,v,5,v,3,v,6,X,2,v,2,v,5,v
23,100,2,4,v,3,v,3,v,5,v,3,X,7,X,3,v,2,v,6,v
23,111,2,3,v,3,v,3,v,6,v,3,v,7,X,3,v,2,v,7,v
23,121,1,3,v,3,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
23,132,1,3,v,4,v,3,v,8,v,3,v,9,X,3,v,2,v,8,v
23,142,1,4,v,4,v,3,v,7,v,3,v,8,X,3,v,2,v,8,v
23,153,1,4,v,4,v,3,v,7,v,3,v,9,X,3,v,2,v,8,v
24,5,24,3,v,2,v,1,v,2,v,1,v,2,X,1,v,1,v,2,v
24,17,23,3,v,2,v,2,v,3,v,2,X,3,X,2,v,1,v,3,v
24,28,18,3,v,2,v,2,v,3,v,2,X,4,X,2,v,2,v,3,v
24,40,19,3,v,3,v,2,v,3,v,2,X,5,X,2,v,2,v,4,v
24,51,11,3,v,3,v,3,v,5,v,3,X,6,X,2,v,2,v,5,v
24,63,5,3,v,3,v,3,v,4,v,3,X,6,X,3,v,2,v,5,v
24,74,2,3,v,3,v,3,v,5,v,3,X,6,X,2,v,2,v,5,v
24,86,4,4,v,3,v,3,v,6,v,3,X,7,X,3,v,2,v,6,v
24,97,2,3,v,3,v,3,v,5,v,3,X,7,X,3,v,2,v,6,v
24,109,1,3,v,3,v,3,v,6,v,3,v,7,X,3,v,2,v,6,v
24,120,2,3,v,4,v,3,v,5,v,3,v,7,X,3,v,2,v,7,v
24,132,1,3,v,4,v,3,v,6,v,3,v,7,X,3,v,2,v,7,v
24,143,1,3,v,4,v,3,v,7,v,3,v,8,X,3,v,2,v,8,v
24,155,1,4,v,4,v,3,v,7,v,3,v,8,X,3,v,2,v,8,v
24,167,1,4,v,4,v,4,v,8,v,4,v,10,X,3,v,3,v,9,v
25,6,25,3,v,2,v,2,v,2,v,1,v,2,X,1,v,1,v,2,v
25,18,23,3,v,3,v,2,v,3,v,2,X,3,X,2,v,1,v,3,v
25,31,17,3,v,3,v,2,v,3,v,2,X,4,X,2,v,2,v,4,v
25,43,14,3,v,3,v,2,v,4,v,2,v,5,X,2,v,2,v,5,v
25,56,7,4,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
25,68,6,3,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
25,81,1,3,v,3,v,3,v,5,v,3,v,6,X,3,v,2,v,6,v
25,93,1,3,v,3,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
25,106,1,3,v,3,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
25,118,1,3,v,4,v,3,v,6,v,3,v,7,X,3,v,2,v,7,v
25,131,1,3,v,4,v,3,v,6,v,3,v,8,X,3,v,2,v,7,v
25,143,1,4,v,4,v,3,v,7,v,4,v,9,X,3,v,3,v,8,v
25,156,1,4,v,4,v,4,v,8,v,3,v,10,X,3,v,3,v,9,v
25,168,1,4,v,5,v,4,v,8,v,3,v,10,X,3,v,3,v,9,v
25,181,1,4,v,5,v,4,v,8,v,4,v,10,X,3,v,3,v,9,v
26,6,26,4,v,2,v,2,v,2,v,1,v,2,X,1,v,1,v,2,v
26,20,23,3,v,3,v,2,v,3,v,2,X,3,X,2,v,1,v,3,v
26,33,20,3,v,3,v,2,v,3,v,2,X,4,X,2,v,2,v,4,v
26,47,13,3,v,3,v,3,v,4,v,3,X,5,X,2,v,2,v,4,v
26,60,8,3,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
26,74,4,4,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
26,87,2,3,v,4,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
26,101,3,4,v,4,v,3,v,7,v,3,X,8,X,3,v,2,v,7,v
26,114,1,4,v,4,v,3,v,6,v,3,v,7,X,3,v,2,v,17,v
26,128,1,4,v,4,v,3,v,6,v,3,v,8,X,3,v,3,v,7,v
26,141,1,4,v,4,v,3,v,7,v,3,v,9,X,3,v,3,v,8,v
26,155,1,4,v,4,v,4,v,7,v,3,v,9,X,3,v,3,v,8,v
26,168,1,4,v,4,v,3,v,7,v,3,v,9,X,3,v,2,v,8,v
26,182,1,4,v,5,v,4,v,9,v,4,v,10,X,4,v,3,v,10,v
26,196,1,4,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
27,7,27,4,v,2,v,2,v,2,v,2,v,3,X,1,v,1,v,2,v
27,21,27,3,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,3,v
27,36,25,3,v,3,v,2,v,4,v,2,X,4,X,2,v,1,v,4,v
27,51,12,3,v,3,v,3,v,4,v,3,X,5,X,3,v,2,v,5,v
27,65,7,4,v,4,v,3,v,5,v,3,X,6,X,3,v,2,v,6,v
27,80,6,4,v,4,v,3,v,6,v,3,X,7,X,3,v,2,v,6,v
27,94,3,3,v,4,v,3,v,6,v,3,X,7,X,3,v,3,v,6,v
27,109,1,4,v,4,v,3,v,5,v,3,v,7,X,3,v,2,v,6,v
27,123,1,5,v,4,v,4,v,7,v,4,v,8,X,3,v,3,v,8,v
27,138,1,4,v,4,v,4,v,7,v,3,v,8,X,3,v,3,v,7,v
27,153,1,4,v,4,v,3,v,8,v,3,v,9,X,3,v,3,v,8,v
27,167,1,4,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
27,182,1,4,v,4,v,4,v,8,v,4,v,10,X,3,v,3,v,9,v
27,196,1,4,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
27,211,1,4,v,5,v,4,v,9,v,4,v,12,X,4,v,3,v,11,v
28,7,28,4,v,2,v,2,v,2,v,2,v,2,X,1,v,1,v,2,v
28,23,27,4,v,3,v,2,v,3,v,2,X,4,X,2,v,1,v,3,v
28,39,25,4,v,3,v,3,v,4,v,2,X,5,X,2,v,2,v,4,v
28,54,13,5,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
28,70,7,4,v,4,v,3,v,5,v,3,X,6,X,3,v,2,v,6,v
28,86,8,4,v,4,v,3,v,5,v,4,X,7,X,3,v,2,v,6,v
28,101,1,3,v,3,v,3,v,6,v,3,v,7,X,3,v,2,v,7,v
28,117,2,4,v,4,v,4,v,6,v,3,X,8,X,3,v,3,v,7,v
28,133,1,4,v,4,v,4,v,7,v,4,v,8,X,3,v,3,v,8,v
28,148,1,4,v,4,v,4,v,6,v,4,v,8,X,4,v,3,v,8,v
28,164,2,4,v,5,v,4,v,8,v,4,v,9,X,4,v,3,v,9,v
28,180,1,4,v,4,v,4,v,7,v,4,v,10,X,4,v,3,v,9,v
28,195,1,5,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
28,211,2,4,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
28,227,1,4,v,5,v,4,v,9,v,4,v,12,X,4,v,3,v,11,v
29,8,29,4,v,2,v,2,v,3,v,2,v,3,X,2,v,1,v,2,v
29,25,27,4,v,3,v,2,v,3,v,2,X,4,X,2,v,2,v,3,v
29,42,29,4,v,3,v,2,v,4,v,2,v,5,X,2,v,2,v,4,v
29,58,10,4,v,3,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
29,75,4,4,v,4,v,3,v,6,v,3,X,7,X,3,v,2,v,6,v
29,92,6,4,v,4,v,3,v,6,v,3,X,7,X,3,v,3,v,7,v
29,109,3,4,v,4,v,4,v,7,v,4,X,8,X,3,v,3,v,7,v
29,126,2,4,v,5,v,4,v,7,v,4,X,9,X,3,v,3,v,8,v
29,142,1,4,v,4,v,4,v,8,v,4,v,10,X,3,v,3,v,9,v
29,159,1,4,v,5,v,4,v,8,v,4,v,9,X,4,v,3,v,9,v
29,176,1,4,v,4,v,4,v,9,v,4,v,10,X,4,v,3,v,9,v
29,193,1,4,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,10,v
29,210,1,4,v,5,v,4,v,10,v,4,v,12,X,4,v,3,v,11,v
29,227,1,5,v,6,v,5,v,11,v,4,v,13,X,4,v,4,v,12,v
29,243,1,5,v,6,v,5,v,10,v,4,v,13,X,4,v,3,v,12,v
30,8,30,4,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,2,v
30,26,29,4,v,3,v,2,v,3,v,2,X,4,X,2,v,2,v,3,v
30,44,30,4,v,3,v,3,v,4,v,2,v,5,X,2,v,2,v,4,v
30,62,19,4,v,4,v,4,v,5,v,3,X,6,X,3,v,2,v,5,v
30,80,6,4,v,4,v,3,v,5,v,3,X,7,X,3,v,2,v,6,v
30,98,5,4,v,4,v,4,v,7,v,4,X,9,X,3,v,3,v,7,v
30,116,6,4,v,5,v,4,v,6,v,4,X,8,X,3,v,3,v,7,v
30,134,2,4,v,5,v,4,v,7,v,4,v,9,X,3,v,3,v,8,v
30,152,1,4,v,4,v,4,v,7,v,4,v,9,X,3,v,3,v,8,v
30,170,1,4,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
30,188,1,4,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
30,206,1,4,v,5,v,4,v,10,v,4,v,12,X,4,v,3,v,11,v
30,224,1,4,v,5,v,4,v,9,v,4,v,12,X,4,v,3,v,11,v
30,242,1,5,v,6,v,5,v,11,v,4,v,13,X,5,v,4,v,12,v
30,260,1,5,v,6,v,5,v,10,v,5,v,13,X,5,v,4,v,12,v
31,9,31,4,v,2,v,2,v,3,v,2,v,3,X,2,v,1,v,2,v
31,28,31,4,v,3,v,2,v,3,v,2,v,4,X,2,v,2,v,3,v
31,48,13,4,v,3,v,3,v,6,v,3,X,6,X,3,v,2,v,6,v
31,67,13,5,v,4,v,3,v,6,v,3,X,7,X,3,v,3,v,6,v
31,86,9,4,v,4,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
31,105,2,4,v,4,v,4,v,6,v,3,v,8,X,3,v,3,v,7,v
31,124,2,4,v,4,v,4,v,7,v,4,v,9,X,3,v,3,v,8,v
31,144,3,4,v,5,v,4,v,7,v,4,v,9,X,3,v,3,v,8,v
31,163,1,5,v,5,v,4,v,7,v,4,v,9,X,4,v,3,v,9,v
31,182,2,5,v,5,v,5,v,8,v,4,X,11,X,4,v,3,v,9,v
31,201,1,5,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
31,221,1,5,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
31,240,1,5,v,6,v,5,v,10,v,5,v,45,X,5,v,4,v,12,v
31,259,1,6,v,6,v,5,v,12,v,5,v,13,X,4,v,4,v,12,v
31,278,1,6,v,6,v,5,v,12,v,5,v,15,X,4,v,4,v,13,v
32,10,32,4,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,3,v
32,30,31,4,v,3,v,2,v,4,v,2,X,4,X,2,v,2,v,4,v
32,51,19,5,v,4,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
32,71,8,4,v,4,v,4,v,6,v,4,X,7,X,4,v,3,v,6,v
32,92,10,5,v,5,v,4,v,6,v,4,X,7,X,4,v,3,v,7,v
32,112,5,4,v,5,v,4,v,7,v,4,v,8,X,4,v,3,v,7,v
32,133,2,5,v,4,v,4,v,6,v,4,v,8,X,4,v,3,v,8,v
32,153,1,4,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
32,174,1,5,v,5,v,5,v,9,v,4,v,11,X,4,v,3,v,10,v
32,194,1,5,v,5,v,5,v,9,v,4,v,11,X,4,v,3,v,10,v
32,215,1,5,v,5,v,5,v,10,v,4,v,12,X,4,v,3,v,11,v
32,235,1,5,v,6,v,5,v,10,v,4,v,13,X,4,v,4,v,11,v
32,255,1,5,v,6,v,5,v,11,v,5,v,13,X,5,v,4,v,12,v
32,276,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
32,296,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
33,10,33,4,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,2,v
33,32,33,5,v,3,v,2,v,3,v,2,v,5,X,2,v,2,v,4,v
33,54,24,5,v,4,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
33,76,7,4,v,4,v,3,v,5,v,3,X,7,X,3,v,3,v,6,v
33,98,3,5,v,5,v,4,v,7,v,4,X,9,X,4,v,3,v,7,v
33,119,1,4,v,5,v,4,v,7,v,4,v,8,X,4,v,3,v,7,v
33,141,4,5,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
33,163,1,5,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
33,185,1,5,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
33,206,1,5,v,5,v,5,v,9,v,4,v,11,X,4,v,3,v,10,v
33,228,1,5,v,6,v,5,v,10,v,5,v,12,X,4,v,4,v,11,v
33,250,1,5,v,6,v,5,v,10,v,5,v,13,X,4,v,4,v,12,v
33,272,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
33,294,1,5,v,7,v,5,v,11,v,5,v,24,X,5,v,4,v,13,v
33,315,1,6,v,7,v,5,v,12,v,5,v,15,X,5,v,4,v,14,v
34,11,34,4,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,3,v
34,34,34,4,v,3,v,3,v,4,v,2,v,5,X,2,v,2,v,4,v
34,57,19,6,v,4,v,3,v,5,v,4,X,6,X,3,v,3,v,5,v
34,80,7,5,v,4,v,4,v,6,v,4,X,8,X,4,v,3,v,6,v
34,104,5,5,v,5,v,4,v,8,v,4,X,9,X,4,v,3,v,8,v
34,127,3,5,v,5,v,4,v,7,v,4,X,9,X,4,v,3,v,8,v
34,150,1,5,v,5,v,5,v,8,v,4,v,10,X,4,v,3,v,9,v
34,173,2,5,v,5,v,4,v,9,v,4,v,11,X,4,v,3,v,10,v
34,196,1,5,v,6,v,5,v,8,v,4,v,11,X,4,v,4,v,10,v
34,219,1,6,v,6,v,5,v,9,v,5,v,11,X,4,v,4,v,10,v
34,242,1,5,v,6,v,5,v,11,v,5,v,13,X,5,v,4,v,12,v
34,265,1,5,v,6,v,5,v,12,v,5,v,14,X,5,v,4,v,13,v
34,288,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
34,312,1,5,v,7,v,5,v,12,v,5,v,15,X,5,v,4,v,14,v
34,335,1,6,v,7,v,6,v,13,v,6,v,16,X,5,v,4,v,15,v
35,12,35,5,v,3,v,2,v,3,v,2,v,3,X,2,v,1,v,3,v
35,36,35,5,v,4,v,3,v,4,v,3,v,5,X,2,v,2,v,4,v
35,61,17,6,v,4,v,4,v,6,v,3,X,7,X,3,v,3,v,6,v
35,85,5,4,v,4,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
35,110,5,5,v,5,v,4,v,8,v,4,X,9,X,4,v,3,v,8,v
35,134,2,5,v,5,v,4,v,8,v,4,v,9,X,4,v,3,v,9,v
35,159,2,5,v,5,v,4,v,8,v,4,X,10,X,4,v,4,v,9,v
35,183,1,5,v,5,v,5,v,9,v,4,v,11,X,4,v,3,v,10,v
35,208,1,5,v,6,v,5,v,9,v,5,v,12,X,4,v,4,v,11,v
35,232,1,5,v,5,v,5,v,10,v,5,v,13,X,4,v,4,v,11,v
35,257,1,5,v,6,v,5,v,12,v,5,v,14,X,5,v,4,v,13,v
35,281,1,5,v,7,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
35,306,1,6,v,7,v,5,v,12,v,6,v,15,X,5,v,4,v,14,v
35,330,1,6,v,7,v,6,v,13,v,5,v,16,X,5,v,4,v,15,v
35,355,1,7,v,8,v,6,v,14,v,6,v,17,X,12,v,5,v,16,v
36,12,36,5,v,3,v,2,v,3,v,2,v,4,X,2,v,2,v,3,v
36,38,36,5,v,4,v,3,v,4,v,3,v,5,X,3,v,2,v,4,v
36,64,16,6,v,4,v,4,v,6,v,4,X,7,X,4,v,3,v,6,v
36,90,11,6,v,5,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
36,116,4,5,v,5,v,4,v,7,v,4,v,9,X,4,v,3,v,8,v
36,142,2,5,v,5,v,4,v,8,v,4,v,9,X,4,v,3,v,9,v
36,168,1,5,v,5,v,4,v,8,v,4,v,10,X,4,v,3,v,9,v
36,194,1,5,v,6,v,5,v,9,v,5,v,11,X,4,v,4,v,10,v
36,220,1,5,v,6,v,5,v,10,v,5,v,12,X,5,v,4,v,11,v
36,246,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
36,272,1,6,v,6,v,5,v,12,v,5,v,15,X,5,v,4,v,13,v
36,298,1,6,v,7,v,6,v,13,v,6,v,16,X,5,v,4,v,14,v
36,323,1,6,v,7,v,6,v,14,v,5,v,17,X,5,v,4,v,15,v
36,349,1,6,v,7,v,6,v,15,v,6,v,18,X,5,v,4,v,17,v
36,375,1,6,v,7,v,6,v,16,v,6,v,19,X,6,v,5,v,18,v
37,13,37,5,v,3,v,2,v,3,v,2,v,4,X,2,v,1,v,3,v
37,41,24,7,v,4,v,3,v,6,v,4,X,7,X,3,v,3,v,6,v
37,68,19,6,v,5,v,4,v,6,v,4,X,7,X,4,v,3,v,7,v
37,95,7,6,v,5,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
37,123,4,5,v,5,v,5,v,8,v,5,X,10,X,4,v,3,v,8,v
37,150,3,5,v,6,v,4,v,10,v,5,X,11,X,4,v,3,v,10,v
37,177,1,5,v,5,v,5,v,9,v,4,v,11,X,4,v,3,v,10,v
37,205,2,5,v,6,v,5,v,10,v,5,X,12,X,15,v,4,v,12,v
37,232,1,5,v,6,v,5,v,11,v,5,v,13,X,5,v,4,v,12,v
37,260,1,6,v,7,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
37,287,1,7,v,7,v,6,v,12,v,5,v,15,X,5,v,4,v,13,v
37,314,1,6,v,7,v,5,v,13,v,5,v,16,X,5,v,4,v,15,v
37,342,1,6,v,8,v,6,v,16,v,6,v,18,X,6,v,5,v,17,v
37,369,1,6,v,8,v,6,v,15,v,6,v,19,X,6,v,5,v,17,v
37,397,1,7,v,8,v,6,v,15,v,6,v,19,X,6,v,5,v,18,v
38,14,37,5,v,3,v,3,v,3,v,3,X,4,X,2,v,2,v,3,v
38,43,36,5,v,4,v,3,v,4,v,3,X,6,X,3,v,2,v,5,v
38,72,21,6,v,5,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
38,101,15,6,v,5,v,4,v,8,v,4,X,10,X,5,v,3,v,9,v
38,129,5,5,v,5,v,5,v,8,v,5,X,10,X,4,v,3,v,9,v
38,158,1,5,v,5,v,5,v,9,v,5,v,10,X,4,v,4,v,9,v
38,187,2,5,v,6,v,5,v,9,v,5,X,11,X,5,v,4,v,10,v
38,216,1,5,v,6,v,5,v,10,v,5,v,12,X,5,v,4,v,12,v
38,245,1,5,v,6,v,5,v,10,v,5,v,13,X,5,v,4,v,12,v
38,274,1,6,v,7,v,6,v,12,v,5,v,15,X,5,v,4,v,14,v
38,303,1,7,v,7,v,6,v,13,v,6,v,16,X,5,v,4,v,15,v
38,332,1,7,v,7,v,6,v,15,v,6,v,18,X,6,v,4,v,16,v
38,360,1,6,v,8,v,6,v,15,v,6,v,18,X,6,v,5,v,17,v
38,389,1,7,v,8,v,6,v,16,v,6,v,19,X,6,v,5,v,18,v
38,418,1,7,v,9,v,7,v,16,v,6,v,20,X,6,v,5,v,19,v
39,15,39,5,v,3,v,3,v,3,v,2,v,4,X,2,v,2,v,3,v
39,45,28,5,v,4,v,4,v,5,v,4,X,6,X,3,v,3,v,5,v
39,76,14,6,v,5,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
39,106,11,6,v,5,v,4,v,7,v,4,X,9,X,5,v,3,v,8,v
39,136,4,6,v,6,v,5,v,9,v,5,X,10,X,5,v,4,v,9,v
39,167,1,5,v,6,v,5,v,9,v,5,v,11,X,5,v,4,v,10,v
39,197,3,5,v,6,v,5,v,11,v,5,X,13,X,5,v,4,v,12,v
39,228,1,5,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,12,v
39,258,1,6,v,7,v,6,v,12,v,6,v,14,X,6,v,4,v,13,v
39,288,1,6,v,7,v,6,v,12,v,5,v,15,X,6,v,4,v,14,v
39,319,1,7,v,7,v,6,v,13,v,6,v,16,X,6,v,4,v,15,v
39,349,1,6,v,8,v,6,v,14,v,6,v,18,X,6,v,5,v,16,v
39,380,1,7,v,8,v,6,v,15,v,6,v,19,X,6,v,5,v,17,v
39,410,1,8,v,8,v,7,v,16,v,7,v,20,X,6,v,5,v,18,v
39,441,1,8,v,9,v,7,v,18,v,7,v,22,X,7,v,5,v,20,v
40,15,40,5,v,3,v,3,v,4,v,3,v,4,X,2,v,2,v,3,v
40,47,39,6,v,4,v,3,v,5,v,3,X,6,X,3,v,2,v,5,v
40,79,12,6,v,5,v,4,v,7,v,4,X,8,X,5,v,3,v,8,v
40,111,9,6,v,5,v,4,v,8,v,5,X,10,X,4,v,3,v,8,v
40,143,3,6,v,6,v,5,v,9,v,5,X,11,X,5,v,4,v,9,v
40,175,3,6,v,6,v,5,v,11,v,5,X,13,X,5,v,4,v,12,v
40,207,1,5,v,6,v,5,v,11,v,5,v,13,X,5,v,4,v,12,v
40,239,1,6,v,7,v,5,v,11,v,5,v,13,X,5,v,4,v,13,v
40,271,1,6,v,7,v,6,v,13,v,6,v,16,X,6,v,4,v,14,v
40,303,1,7,v,7,v,6,v,12,v,6,v,15,X,6,v,5,v,14,v
40,335,1,6,v,7,v,6,v,15,v,6,v,18,X,6,v,5,v,16,v
40,367,1,7,v,8,v,7,v,15,v,6,v,19,X,6,v,5,v,17,v
40,399,1,7,v,9,v,7,v,15,v,6,v,19,X,6,v,5,v,18,v
40,431,2,8,v,9,v,7,v,16,v,7,v,21,X,7,v,5,v,19,v
40,463,1,8,v,9,v,7,v,18,v,7,v,22,X,7,v,6,v,20,v
41,16,41,5,v,3,v,3,v,4,v,2,v,4,X,2,v,2,v,3,v
41,50,39,5,v,4,v,3,v,5,v,3,X,6,X,3,v,3,v,5,v
41,84,18,7,v,5,v,4,v,7,v,4,X,9,X,4,v,4,v,7,v
41,117,4,5,v,5,v,4,v,8,v,4,X,10,X,5,v,4,v,9,v
41,151,3,6,v,6,v,5,v,10,v,5,X,12,X,4,v,4,v,10,v
41,184,1,6,v,6,v,5,v,11,v,5,v,12,X,5,v,4,v,12,v
41,218,1,6,v,6,v,5,v,10,v,5,v,12,X,5,v,4,v,11,v
41,252,1,6,v,6,v,5,v,11,v,5,v,14,X,5,v,4,v,13,v
41,285,1,7,v,7,v,6,v,12,v,6,v,15,X,6,v,5,v,14,v
41,319,1,7,v,8,v,6,v,13,v,6,v,16,X,6,v,5,v,15,v
41,353,1,7,v,8,v,6,v,14,v,6,v,17,X,6,v,5,v,16,v
41,386,1,7,v,8,v,7,v,15,v,6,v,19,X,6,v,5,v,18,v
41,420,1,8,v,9,v,7,v,17,v,7,v,21,X,7,v,6,v,29,v
41,453,1,8,v,9,v,7,v,16,v,7,v,21,X,7,v,6,v,19,v
41,487,1,8,v,10,v,8,v,18,v,8,v,22,X,7,v,6,v,21,v
42,17,42,5,v,3,v,3,v,4,v,3,v,4,X,2,v,2,v,4,v
42,52,33,5,v,5,v,3,v,6,v,4,X,6,X,4,v,3,v,6,v
42,88,11,6,v,5,v,5,v,8,v,5,X,9,X,5,v,4,v,8,v
42,123,14,6,v,6,v,5,v,8,v,5,X,10,X,4,v,4,v,9,v
42,158,1,5,v,6,v,5,v,8,v,5,v,10,X,5,v,4,v,9,v
42,194,2,5,v,6,v,6,v,11,v,5,v,13,X,5,v,4,v,12,v
42,229,1,6,v,7,v,6,v,12,v,5,v,14,X,5,v,4,v,13,v
42,264,1,6,v,7,v,6,v,12,v,6,v,15,X,5,v,4,v,13,v
42,299,1,6,v,7,v,6,v,14,v,6,v,16,X,6,v,5,v,15,v
42,335,1,7,v,8,v,6,v,15,v,6,v,17,X,6,v,5,v,16,v
42,370,1,7,v,9,v,7,v,15,v,6,v,18,X,6,v,5,v,17,v
42,405,1,8,v,9,v,7,v,15,v,7,v,19,X,6,v,5,v,18,v
42,440,1,8,v,9,v,7,v,16,v,7,v,20,X,7,v,5,v,19,v
42,476,1,8,v,10,v,8,v,17,v,7,v,22,X,7,v,6,v,20,v
42,511,1,8,v,11,v,8,v,20,v,8,v,25,X,8,v,6,v,23,v
43,18,42,5,v,4,v,3,v,4,v,3,X,4,X,2,v,2,v,4,v
43,55,41,6,v,5,v,4,v,6,v,3,X,7,X,3,v,3,v,6,v
43,92,14,7,v,6,v,5,v,8,v,5,X,9,X,5,v,4,v,8,v
43,129,6,5,v,6,v,5,v,9,v,5,X,11,X,5,v,4,v,9,v
43,166,1,6,v,6,v,5,v,10,v,5,v,12,X,5,v,4,v,11,v
43,203,1,6,v,6,v,6,v,10,v,5,v,13,X,5,v,4,v,12,v
43,240,1,6,v,7,v,6,v,13,v,6,v,16,X,6,v,5,v,14,v
43,277,1,7,v,7,v,6,v,14,v,6,v,16,X,6,v,5,v,15,v
43,314,1,7,v,8,v,6,v,13,v,6,v,16,X,6,v,5,v,15,v
43,351,1,7,v,8,v,7,v,14,v,6,v,17,X,6,v,5,v,16,v
43,388,1,8,v,9,v,7,v,15,v,7,v,19,X,7,v,5,v,18,v
43,425,1,8,v,9,v,8,v,16,v,7,v,20,X,7,v,5,v,19,v
43,462,1,9,v,10,v,8,v,17,v,7,v,22,X,7,v,6,v,20,v
43,499,1,9,v,10,v,8,v,20,v,8,v,24,X,8,v,6,v,22,v
43,536,1,9,v,10,v,8,v,21,v,8,v,26,X,8,v,6,v,24,v
44,19,44,6,v,4,v,3,v,4,v,3,v,4,X,2,v,2,v,4,v
44,58,27,8,v,5,v,4,v,7,v,4,X,8,X,4,v,3,v,7,v
44,96,10,7,v,5,v,5,v,8,v,5,X,9,X,4,v,4,v,8,v
44,135,5,6,v,6,v,5,v,8,v,5,X,10,X,5,v,4,v,9,v
